year,month,actual,month-1,month-2,month-3,month-4,month-5,month-6,month-7,month-8,month-9,month-10,month-11,year-1,year-2,year-3
2025,6,100.1,99.9,99.9,99.9,99.3,100.5,100.1,100.2,100.3,100.4,100.6,100.5,100.2,100,102.5
2025,7,100,100.1,99.9,99.9,99.9,99.3,100.5,100.1,100.2,100.3,100.4,100.6,100.5,99.7,102.7
2025,8,99.6,100,100.1,99.9,99.9,99.9,99.3,100.5,100.1,100.2,100.3,100.4,100.6,100.1,102.5
2025,9,99.7,99.6,100,100.1,99.9,99.9,99.9,99.3,100.5,100.1,100.2,100.3,100.4,100,102.8
2025,10,100.2,99.7,99.6,100,100.1,99.9,99.9,99.9,99.3,100.5,100.1,100.2,100.3,99.8,102.1
2025,11,100.7,100.2,99.7,99.6,100,100.1,99.9,99.9,99.9,99.3,100.5,100.1,100.2,99.5,101.6
2025,12,100.8,100.7,100.2,99.7,99.6,100,100.1,99.9,99.9,99.9,99.3,100.5,100.1,99.7,101.8
2026,1,100.2,100.8,100.7,100.2,99.7,99.6,100,100.1,99.9,99.9,99.9,99.3,100.5,99.2,102.1
2026,2,101.3,100.2,100.8,100.7,100.2,99.7,99.6,100,100.1,99.9,99.9,99.9,99.3,100.7,101
2026,3,101,101.3,100.2,100.8,100.7,100.2,99.7,99.6,100,100.1,99.9,99.9,99.9,100.1,100.7
2026,4,101.2,101,101.3,100.2,100.8,100.7,100.2,99.7,99.6,100,100.1,99.9,99.9,100.3,100.1
