alpha,mae,rmse
0.0,3.3898168458714064,14.11992007775915
1e-06,3.317521157670155,13.700780747034536
0.0001,1.5024739259547728,3.5792985600394265
0.01,0.7644564919007485,1.2106733774546359
0.1,0.5112083011202572,0.6775636152916149
1.0,0.39970150609382216,0.4940849832887955
10.0,0.38311632846172344,0.47527525811151905
100.0,0.38443474258839483,0.47883293912529656
