model,split,num_targets,mae,rmse
ordinary_optical_reservoir,train,212,0.30492117958496423,0.4012050605261212
ordinary_optical_reservoir,val,45,0.3895689216492634,0.49421276158336563
ordinary_optical_reservoir,test,47,0.2798327345736299,0.3552342350122483
siamese_optical_reservoir,train,189,0.3355468460815971,0.4353315934490241
siamese_optical_reservoir,val,45,0.3831163284617234,0.475275258111519
siamese_optical_reservoir,test,47,0.3300090022426307,0.4260872341061902
