alpha,mae,rmse
0.0,3.8010016289734736,15.394387170943014
1e-06,3.4571754468432996,13.264913650043688
0.0001,1.0915849932168311,1.8114060958774592
0.01,0.6374183500328359,0.9133169921379097
0.1,0.448308675129566,0.5770185835344657
1.0,0.39571761193181015,0.4983650851514091
10.0,0.3895689216492634,0.49421276158336563
100.0,0.4269154642848854,0.5442903942402806
