alpha,mae,rmse
0.0,39.88555340955744,152.20584493579665
1e-06,5.968247040939246,16.03919426274084
0.0001,1.3141946139546157,2.6012759171997515
0.01,0.6174960198457433,0.7864372116049818
0.1,0.5120674406295046,0.6552972422026938
1.0,0.4504994866784339,0.5679965467496486
10.0,0.40338960271269225,0.4842034216442064
100.0,0.35304854906951594,0.44679092931184045
