semantic_pair_id,sample_i_id,sample_j_id,x_i_start_date,x_i_end_date,target_i_date,x_j_start_date,x_j_end_date,target_j_date,cpi_i,cpi_j,delta_cpi,window_distance,i_cache_split,i_cache_record_id,i_generation_run_id,i_generation_branch,i_generation_partner_sample_id,i_state_file_sha256,j_cache_split,j_cache_record_id,j_generation_run_id,j_generation_branch,j_generation_partner_sample_id,j_state_file_sha256,state_resolution,derived_from_cache,semantic_pair_simulated_simultaneously
train:28__train:4,28,4,2020-01,2020-12,2021-01,2018-01,2018-12,2019-01,101.0,100.5,0.5,0.658147,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:4,train:run:003,target,5,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:5,28,5,2020-01,2020-12,2021-01,2018-02,2019-01,2019-02,101.0,101.0,0.0,1.038559,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:5,train:run:003,reference,4,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:6,28,6,2020-01,2020-12,2021-01,2018-03,2019-02,2019-03,101.0,99.6,1.4,1.531834,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:6,train:run:004,target,7,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:7,28,7,2020-01,2020-12,2021-01,2018-04,2019-03,2019-04,101.0,100.1,0.9,1.772252,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:7,train:run:004,reference,6,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:8,28,8,2020-01,2020-12,2021-01,2018-05,2019-04,2019-05,101.0,100.0,1.0,1.747288,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:8,train:run:005,target,9,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:9,28,9,2020-01,2020-12,2021-01,2018-06,2019-05,2019-06,101.0,99.9,1.1,1.60526,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:9,train:run:005,reference,8,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:10,28,10,2020-01,2020-12,2021-01,2018-07,2019-06,2019-07,101.0,100.4,0.6,1.281064,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:10,train:run:006,target,11,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:11,28,11,2020-01,2020-12,2021-01,2018-08,2019-07,2019-08,101.0,100.7,0.3,0.893588,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:11,train:run:006,reference,10,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:12,28,12,2020-01,2020-12,2021-01,2018-09,2019-08,2019-09,101.0,100.9,0.1,1.205763,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:12,train:run:007,target,13,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:13,28,13,2020-01,2020-12,2021-01,2018-10,2019-09,2019-10,101.0,100.9,0.1,1.595937,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:13,train:run:007,reference,12,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:14,28,14,2020-01,2020-12,2021-01,2018-11,2019-10,2019-11,101.0,100.4,0.6,1.677418,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:14,train:run:008,target,15,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:15,28,15,2020-01,2020-12,2021-01,2018-12,2019-11,2019-12,101.0,100.0,1.0,1.56384,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:15,train:run:008,reference,14,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:28__train:16,28,16,2020-01,2020-12,2021-01,2019-01,2019-12,2020-01,101.0,101.4,-0.4,0.991312,train,train:28,train:run:015,target,29,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:16,train:run:009,target,17,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:0,29,0,2020-02,2021-01,2021-02,2017-09,2018-08,2018-09,100.6,100.7,-0.1,1.205583,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:0,train:run:001,target,1,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:1,29,1,2020-02,2021-01,2021-02,2017-10,2018-09,2018-10,100.6,100.2,0.4,1.484765,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:1,train:run:001,reference,0,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:2,29,2,2020-02,2021-01,2021-02,2017-11,2018-10,2018-11,100.6,99.7,0.9,1.651923,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:2,train:run:002,target,3,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:3,29,3,2020-02,2021-01,2021-02,2017-12,2018-11,2018-12,100.6,100.0,0.6,1.617062,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:3,train:run:002,reference,2,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:4,29,4,2020-02,2021-01,2021-02,2018-01,2018-12,2019-01,100.6,100.5,0.1,1.428478,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:4,train:run:003,target,5,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:5,29,5,2020-02,2021-01,2021-02,2018-02,2019-01,2019-02,100.6,101.0,-0.4,0.641378,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:5,train:run:003,reference,4,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:6,29,6,2020-02,2021-01,2021-02,2018-03,2019-02,2019-03,100.6,99.6,1.0,1.107187,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:6,train:run:004,target,7,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:7,29,7,2020-02,2021-01,2021-02,2018-04,2019-03,2019-04,100.6,100.1,0.5,1.348764,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:7,train:run:004,reference,6,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:8,29,8,2020-02,2021-01,2021-02,2018-05,2019-04,2019-05,100.6,100.0,0.6,1.736433,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:8,train:run:005,target,9,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:9,29,9,2020-02,2021-01,2021-02,2018-06,2019-05,2019-06,100.6,99.9,0.7,1.7201,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:9,train:run:005,reference,8,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:10,29,10,2020-02,2021-01,2021-02,2018-07,2019-06,2019-07,100.6,100.4,0.2,1.595815,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:10,train:run:006,target,11,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:11,29,11,2020-02,2021-01,2021-02,2018-08,2019-07,2019-08,100.6,100.7,-0.1,1.25505,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:11,train:run:006,reference,10,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:12,29,12,2020-02,2021-01,2021-02,2018-09,2019-08,2019-09,100.6,100.9,-0.3,0.901498,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:12,train:run:007,target,13,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:13,29,13,2020-02,2021-01,2021-02,2018-10,2019-09,2019-10,100.6,100.9,-0.3,1.196957,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:13,train:run:007,reference,12,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:14,29,14,2020-02,2021-01,2021-02,2018-11,2019-10,2019-11,100.6,100.4,0.2,1.476215,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:14,train:run:008,target,15,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:15,29,15,2020-02,2021-01,2021-02,2018-12,2019-11,2019-12,100.6,100.0,0.6,1.559696,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:15,train:run:008,reference,14,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:16,29,16,2020-02,2021-01,2021-02,2019-01,2019-12,2020-01,100.6,101.4,-0.8,1.549215,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:16,train:run:009,target,17,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:29__train:17,29,17,2020-02,2021-01,2021-02,2019-02,2020-01,2020-02,100.6,100.8,-0.2,0.834357,train,train:29,train:run:015,reference,28,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:17,train:run:009,reference,16,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:0,30,0,2020-03,2021-02,2021-03,2017-09,2018-08,2018-09,99.5,100.7,-1.2,1.285007,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:0,train:run:001,target,1,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:1,30,1,2020-03,2021-02,2021-03,2017-10,2018-09,2018-10,99.5,100.2,-0.7,1.194087,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:1,train:run:001,reference,0,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:2,30,2,2020-03,2021-02,2021-03,2017-11,2018-10,2018-11,99.5,99.7,-0.2,1.474793,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:2,train:run:002,target,3,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:3,30,3,2020-03,2021-02,2021-03,2017-12,2018-11,2018-12,99.5,100.0,-0.5,1.670438,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:3,train:run:002,reference,2,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:4,30,4,2020-03,2021-02,2021-03,2018-01,2018-12,2019-01,99.5,100.5,-1.0,1.648932,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:4,train:run:003,target,5,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:5,30,5,2020-03,2021-02,2021-03,2018-02,2019-01,2019-02,99.5,101.0,-1.5,1.451329,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:5,train:run:003,reference,4,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:6,30,6,2020-03,2021-02,2021-03,2018-03,2019-02,2019-03,99.5,99.6,-0.1,0.659727,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:6,train:run:004,target,7,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:7,30,7,2020-03,2021-02,2021-03,2018-04,2019-03,2019-04,99.5,100.1,-0.6,0.795535,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:7,train:run:004,reference,6,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:8,30,8,2020-03,2021-02,2021-03,2018-05,2019-04,2019-05,99.5,100.0,-0.5,1.287107,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:8,train:run:005,target,9,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:9,30,9,2020-03,2021-02,2021-03,2018-06,2019-05,2019-06,99.5,99.9,-0.4,1.717664,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:9,train:run:005,reference,8,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:10,30,10,2020-03,2021-02,2021-03,2018-07,2019-06,2019-07,99.5,100.4,-0.9,1.715956,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:10,train:run:006,target,11,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:11,30,11,2020-03,2021-02,2021-03,2018-08,2019-07,2019-08,99.5,100.7,-1.2,1.590203,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:11,train:run:006,reference,10,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:12,30,12,2020-03,2021-02,2021-03,2018-09,2019-08,2019-09,99.5,100.9,-1.4,1.272396,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:12,train:run:007,target,13,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:13,30,13,2020-03,2021-02,2021-03,2018-10,2019-09,2019-10,99.5,100.9,-1.4,0.90888,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:13,train:run:007,reference,12,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:14,30,14,2020-03,2021-02,2021-03,2018-11,2019-10,2019-11,99.5,100.4,-0.9,1.108788,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:14,train:run:008,target,15,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:15,30,15,2020-03,2021-02,2021-03,2018-12,2019-11,2019-12,99.5,100.0,-0.5,1.372941,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:15,train:run:008,reference,14,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:16,30,16,2020-03,2021-02,2021-03,2019-01,2019-12,2020-01,99.5,101.4,-1.9,1.550037,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:16,train:run:009,target,17,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:17,30,17,2020-03,2021-02,2021-03,2019-02,2020-01,2020-02,99.5,100.8,-1.3,1.4456,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:17,train:run:009,reference,16,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:30__train:18,30,18,2020-03,2021-02,2021-03,2019-03,2020-02,2020-03,99.5,98.8,0.7,0.858644,train,train:30,train:run:016,target,31,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:18,train:run:010,target,19,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:0,31,0,2020-04,2021-03,2021-04,2017-09,2018-08,2018-09,99.7,100.7,-1.0,1.39374,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:0,train:run:001,target,1,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:1,31,1,2020-04,2021-03,2021-04,2017-10,2018-09,2018-10,99.7,100.2,-0.5,1.248435,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:1,train:run:001,reference,0,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:2,31,2,2020-04,2021-03,2021-04,2017-11,2018-10,2018-11,99.7,99.7,0.0,1.187749,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:2,train:run:002,target,3,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:3,31,3,2020-04,2021-03,2021-04,2017-12,2018-11,2018-12,99.7,100.0,-0.3,1.477579,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:3,train:run:002,reference,2,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:4,31,4,2020-04,2021-03,2021-04,2018-01,2018-12,2019-01,99.7,100.5,-0.8,1.664909,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:4,train:run:003,target,5,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:5,31,5,2020-04,2021-03,2021-04,2018-02,2019-01,2019-02,99.7,101.0,-1.3,1.625413,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:5,train:run:003,reference,4,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:6,31,6,2020-04,2021-03,2021-04,2018-03,2019-02,2019-03,99.7,99.6,0.1,1.306167,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:6,train:run:004,target,7,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:7,31,7,2020-04,2021-03,2021-04,2018-04,2019-03,2019-04,99.7,100.1,-0.4,0.754777,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:7,train:run:004,reference,6,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:8,31,8,2020-04,2021-03,2021-04,2018-05,2019-04,2019-05,99.7,100.0,-0.3,0.828182,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:8,train:run:005,target,9,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:9,31,9,2020-04,2021-03,2021-04,2018-06,2019-05,2019-06,99.7,99.9,-0.2,1.363852,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:9,train:run:005,reference,8,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:10,31,10,2020-04,2021-03,2021-04,2018-07,2019-06,2019-07,99.7,100.4,-0.7,1.793426,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:10,train:run:006,target,11,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:11,31,11,2020-04,2021-03,2021-04,2018-08,2019-07,2019-08,99.7,100.7,-1.0,1.747494,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:11,train:run:006,reference,10,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:12,31,12,2020-04,2021-03,2021-04,2018-09,2019-08,2019-09,99.7,100.9,-1.2,1.542597,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:12,train:run:007,target,13,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:13,31,13,2020-04,2021-03,2021-04,2018-10,2019-09,2019-10,99.7,100.9,-1.2,1.206739,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:13,train:run:007,reference,12,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:14,31,14,2020-04,2021-03,2021-04,2018-11,2019-10,2019-11,99.7,100.4,-0.7,1.005967,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:14,train:run:008,target,15,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:15,31,15,2020-04,2021-03,2021-04,2018-12,2019-11,2019-12,99.7,100.0,-0.3,1.247588,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:15,train:run:008,reference,14,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:16,31,16,2020-04,2021-03,2021-04,2019-01,2019-12,2020-01,99.7,101.4,-1.7,1.425214,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:16,train:run:009,target,17,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:17,31,17,2020-04,2021-03,2021-04,2019-02,2020-01,2020-02,99.7,100.8,-1.1,1.604513,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:17,train:run:009,reference,16,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:18,31,18,2020-04,2021-03,2021-04,2019-03,2020-02,2020-03,99.7,98.8,0.9,1.355588,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:18,train:run:010,target,19,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:31__train:19,31,19,2020-04,2021-03,2021-04,2019-04,2020-03,2020-04,99.7,99.1,0.6,0.97732,train,train:31,train:run:016,reference,30,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:19,train:run:010,reference,18,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:32__train:0,32,0,2020-05,2021-04,2021-05,2017-09,2018-08,2018-09,99.8,100.7,-0.9,1.55665,train,train:32,train:run:017,target,33,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:0,train:run:001,target,1,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
train:32__train:1,32,1,2020-05,2021-04,2021-05,2017-10,2018-09,2018-10,99.8,100.2,-0.4,1.369375,train,train:32,train:run:017,target,33,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,train,train:1,train:run:001,reference,0,0a9cc18afa66e794ac776939eb37b784c029bbfb36db8c55425e4f45995d9add,unique_window_cache_lookup,True,False
