alpha,mae,rmse
0.0,39.15365160326493,152.73812280892182
1e-06,7.065678146019111,19.343549254088668
0.0001,1.0723520328635934,1.689958153226407
0.01,0.6742761404840883,0.8332039241011208
0.1,0.5702394060894326,0.7253967671164799
1.0,0.49007732262012854,0.6085728746610461
10.0,0.4364473247780454,0.5269528110786095
100.0,0.3861778208012728,0.48769823774471444
