sample_i_id,sample_j_id,x_i_start_date,x_i_end_date,target_i_date,x_j_start_date,x_j_end_date,target_j_date,cpi_i,cpi_j,delta_cpi,window_distance,target_gap_months_actual,shape_distance,level_distance,shape_distance_normalized,level_distance_normalized,hybrid_distance,delta_bin,sample_weight,selection_method,search_distance
39,5,2016-10,2017-09,2017-10,2013-12,2014-11,2014-12,100.1,100.3,-0.20000000000000284,1.6557071836917718,34,1.6557071836917718,1.0763866610562078,1.1397827706592485,0.9183941885985872,1.029088479628918,small,0.016666666666666666,all_target_gap_pairs_balanced,1.1307058387947613
39,6,2016-10,2017-09,2017-10,2014-01,2014-12,2015-01,100.1,100.3,-0.20000000000000284,1.6812022772201367,33,1.6812022772201367,0.3468798202876356,1.157333499813653,0.2959646590024505,0.7266490794080518,small,0.016666666666666666,all_target_gap_pairs_balanced,1.1220173773403936
39,7,2016-10,2017-09,2017-10,2014-02,2015-01,2015-02,100.1,101.2,-1.1000000000000085,1.3929255305540926,32,1.3929255305540926,1.0495281367066076,0.9588848415798761,0.895477969390889,0.9271814054853825,small,0.016666666666666666,all_target_gap_pairs_balanced,0.9562851598201275
39,8,2016-10,2017-09,2017-10,2014-03,2015-02,2015-03,100.1,99.5,0.5999999999999943,1.197558160567825,31,1.197558160567825,1.0763866610561634,0.8243946585012162,0.9183941885985493,0.8713944235498827,large,0.041666666666666664,all_target_gap_pairs_balanced,0.8282486392352069
39,9,2016-10,2017-09,2017-10,2014-04,2015-03,2015-04,100.1,99.8,0.29999999999999716,1.4340799995836158,30,1.4340799995836158,1.5281781843293187,0.9872154275660346,1.3038715680980546,1.1455434978320447,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.0001983293278474
39,10,2016-10,2017-09,2017-10,2014-05,2015-04,2015-05,100.1,99.8,0.29999999999999716,1.5697547677033536,29,1.5697547677033536,1.1147689016567546,1.0806134418038311,0.951142668292999,1.015878055048415,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.075305140089887
39,11,2016-10,2017-09,2017-10,2014-06,2015-05,2015-06,100.1,100.0,0.09999999999999432,1.4241114414305138,28,1.4241114414305138,1.0763866610562078,0.9803531085864876,0.9183941885985872,0.9493736485925375,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.9778127928669836
39,12,2016-10,2017-09,2017-10,2014-07,2015-06,2015-07,100.1,100.3,-0.20000000000000284,1.498796339969491,27,1.498796339969491,0.7594890952244905,1.031765919632796,0.6480109765330395,0.8398884480829177,small,0.016666666666666666,all_target_gap_pairs_balanced,1.0160319669657059
39,13,2016-10,2017-09,2017-10,2014-08,2015-07,2015-08,100.1,100.5,-0.4000000000000057,1.4888585625748372,26,1.4888585625748372,0.45213611857930824,1.0249247900148053,0.3857713949662881,0.7053480924905466,small,0.016666666666666666,all_target_gap_pairs_balanced,0.998719500817816
39,14,2016-10,2017-09,2017-10,2014-09,2015-08,2015-09,100.1,100.1,0.0,1.4448773183698702,25,1.4448773183698702,0.8371651569500891,0.9946482623348298,0.7142857142857492,0.8544669883102896,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.9831533978648175
39,15,2016-10,2017-09,2017-10,2014-10,2015-09,2015-10,100.1,99.7,0.3999999999999915,1.276047142529095,24,1.276047142529095,0.6302388268664106,0.8784261866646491,0.5377321152004483,0.7080791509325487,large,0.041666666666666664,all_target_gap_pairs_balanced,0.8644577297346169
39,16,2016-10,2017-09,2017-10,2014-11,2015-10,2015-11,100.1,100.0,0.09999999999999432,0.8558572634173323,23,0.8558572634173323,1.2604776537328761,0.5891690104355117,1.0754642304009434,0.8323166204182275,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.6091071144540944
39,17,2016-10,2017-09,2017-10,2014-12,2015-11,2015-12,100.1,100.5,-0.4000000000000057,1.627959854619079,22,1.627959854619079,0.7594890952244905,1.1206816107921092,0.6480109765330395,0.8843462936625743,small,0.016666666666666666,all_target_gap_pairs_balanced,1.1013021147874873
39,18,2016-10,2017-09,2017-10,2015-01,2015-12,2016-01,100.1,100.5,-0.4000000000000057,1.4895945998972144,21,1.4895945998972144,0.3348660627805496,1.0254314754159868,0.28571428571473817,0.6555728805653624,small,0.016666666666666666,all_target_gap_pairs_balanced,0.9951030706382356
39,19,2016-10,2017-09,2017-10,2015-02,2016-01,2016-02,100.1,101.6,-1.5,1.4827093024284161,20,1.4827093024284161,0.6697321255602426,1.020691661816639,0.5714285714287456,0.7960601166226924,small,0.016666666666666666,all_target_gap_pairs_balanced,1.0022718751107353
39,20,2016-10,2017-09,2017-10,2015-03,2016-02,2016-03,100.1,99.6,0.5,1.216661343171352,19,1.216661343171352,2.141492731514724,0.8375452195489184,1.8271635562813204,1.3323543879151194,large,0.041666666666666664,all_target_gap_pairs_balanced,0.8781195713549468
39,21,2016-10,2017-09,2017-10,2015-04,2016-03,2016-04,100.1,99.8,0.29999999999999716,1.3381915566264286,18,1.3381915566264286,2.034612533607726,0.9212061740794049,1.7359712773490121,1.3285887257142086,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.9546115433134587
39,22,2016-10,2017-09,2017-10,2015-05,2016-04,2016-05,100.1,99.5,0.5999999999999943,1.3816745734994584,17,1.3816745734994584,1.8442651230599696,0.9511397238859938,1.5735631372385501,1.2623514305622718,large,0.041666666666666664,all_target_gap_pairs_balanced,0.9766590838334486
39,23,2016-10,2017-09,2017-10,2015-06,2016-05,2016-06,100.1,99.9,0.19999999999998863,1.604663155696635,16,1.604663155696635,1.8211293921837464,1.1046442484453256,1.553823278362136,1.3292337634037308,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.1230605886719147
39,24,2016-10,2017-09,2017-10,2015-07,2016-06,2016-07,100.1,100.2,-0.10000000000000853,1.6816770198036983,15,1.6816770198036983,1.2375264067941052,1.157660310872137,1.055881776834513,1.1067710438533251,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.1534873909765946
39,25,2016-10,2017-09,2017-10,2015-08,2016-07,2016-08,100.1,100.1,0.0,1.5138731352174573,14,1.5138731352174573,0.810060273611048,1.0421447303486333,0.6911592967614074,0.8666520135550204,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.027754327571557
39,26,2016-10,2017-09,2017-10,2015-09,2016-08,2016-09,100.1,100.7,-0.6000000000000085,1.4472811564391739,13,1.4472811564391739,0.607591276179601,0.9963030556713774,0.518408781226439,0.7573559184489083,small,0.016666666666666666,all_target_gap_pairs_balanced,0.976709390419135
39,27,2016-10,2017-09,2017-10,2015-10,2016-09,2016-10,100.1,99.9,0.19999999999998863,1.2124451086772563,12,1.2124451086772563,1.0495281367066076,0.8346427791411197,0.895477969390889,0.8650603742660044,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.8371370219413602
40,0,2016-11,2017-10,2017-11,2013-07,2014-06,2014-07,100.0,100.1,-0.09999999999999432,1.2960657595569818,40,1.2960657595569818,1.2107637960167934,0.8922069294225177,1.0330473929659028,0.9626271611942102,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.8979813884277964
40,1,2016-11,2017-10,2017-11,2013-08,2014-07,2014-08,100.0,100.2,-0.20000000000000284,1.4061036959600721,39,1.4061036959600721,1.1720312197303533,0.9679566424554041,1.0000000000002438,0.9839783212278239,small,0.013888888888888888,all_target_gap_pairs_balanced,0.9692704201147425
40,2,2016-11,2017-10,2017-11,2013-09,2014-08,2014-09,100.0,100.5,-0.5,1.5923405012531822,38,1.5923405012531822,0.6867416307739331,1.096161378187966,0.5859414145402183,0.8410513963640922,small,0.013888888888888888,all_target_gap_pairs_balanced,1.0752423596784082
40,3,2016-11,2017-10,2017-11,2013-10,2014-09,2014-10,100.0,100.0,0.0,1.4904071034683775,37,1.4904071034683775,0.6302388268664865,1.0259907999032103,0.537732115200513,0.7818614575518616,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.0059721938303996
40,4,2016-11,2017-10,2017-11,2013-11,2014-10,2014-11,100.0,99.8,0.20000000000000284,0.7189363430073631,36,0.7189363430073631,0.15189781904488944,0.4949131495180529,0.12960219530660053,0.3122576724123267,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.47993540039538335
40,5,2016-11,2017-10,2017-11,2013-12,2014-11,2014-12,100.0,100.3,-0.29999999999999716,0.9456270646947782,35,0.9456270646947782,0.4854795020138988,0.6509662133644718,0.41422062300158724,0.5325934181830295,small,0.013888888888888888,all_target_gap_pairs_balanced,0.6412596441595935
40,6,2016-11,2017-10,2017-11,2014-01,2014-12,2015-01,100.0,100.3,-0.29999999999999716,1.6473651232713657,34,1.6473651232713657,0.3468798202876356,1.1340401267711084,0.2959646590024505,0.7150023928867795,small,0.013888888888888888,all_target_gap_pairs_balanced,1.0996790325925934
40,7,2016-11,2017-10,2017-11,2014-02,2015-01,2015-02,100.0,101.2,-1.2000000000000028,1.6658308541760811,33,1.6658308541760811,1.3734832615473047,1.1467518684003835,1.1718828290799574,1.1593173487401705,small,0.013888888888888888,all_target_gap_pairs_balanced,1.147782237788246
40,8,2016-11,2017-10,2017-11,2014-03,2015-02,2015-03,100.0,99.5,0.5,1.3756529432323343,32,1.3756529432323343,1.679244014163107,0.9469944556300182,1.4327638939087788,1.1898791747693984,large,0.05555555555555555,all_target_gap_pairs_balanced,0.9669110025994473
40,9,2016-11,2017-10,2017-11,2014-04,2015-03,2015-04,100.0,99.8,0.20000000000000284,1.2528703368246468,31,1.2528703368246468,0.9266390491997708,0.862471358370708,0.7906265921936675,0.8265489752821877,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.8595257229574493
40,10,2016-11,2017-10,2017-11,2014-05,2015-04,2015-05,100.0,99.8,0.20000000000000284,1.471529770932316,30,1.471529770932316,0.45569345713468995,1.0129957132160625,0.38880658591982004,0.7009011495679413,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.9874039589969166
40,11,2016-11,2017-10,2017-11,2014-06,2015-05,2015-06,100.0,100.0,0.0,1.567130208228048,29,1.567130208228048,0.6782041778691666,1.0788067046585263,0.5786570924496064,0.8287318985540664,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.0583005705579607
40,12,2016-11,2017-10,2017-11,2014-07,2015-06,2015-07,100.0,100.3,-0.29999999999999716,1.4434848726887664,28,1.4434848726887664,0.36770671387964515,0.9936897078198568,0.3137345726714791,0.6537121402456679,small,0.013888888888888888,all_target_gap_pairs_balanced,0.9658115472787733
40,13,2016-11,2017-10,2017-11,2014-08,2015-07,2015-08,100.0,100.5,-0.5,1.5048775060959905,27,1.5048775060959905,0.3037956380898005,1.0359521721566547,0.2592043906132195,0.6475782813849371,small,0.013888888888888888,all_target_gap_pairs_balanced,1.0041055131133738
40,14,2016-11,2017-10,2017-11,2014-09,2015-08,2015-09,100.0,100.1,-0.09999999999999432,1.4885520973124284,26,1.4885520973124284,0.7883346617357101,1.0247138204488462,0.6726225790446715,0.8486681997467589,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.010278079551275
40,15,2016-11,2017-10,2017-11,2014-10,2015-09,2015-10,100.0,99.7,0.29999999999999716,1.4128609282541424,25,1.4128609282541424,0.1674330313898465,0.9726082964567783,0.14285714285700366,0.557732719656891,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.9385884991591874
40,16,2016-11,2017-10,2017-11,2014-11,2015-10,2015-11,100.0,100.0,0.0,1.28482411231128,24,1.28482411231128,0.9042722371588136,0.8844682205670603,0.7715427899327443,0.8280055052499022,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.8798382779110533
40,17,2016-11,2017-10,2017-11,2014-12,2015-11,2015-12,100.0,100.5,-0.5,0.8733920252078856,23,0.8733920252078856,0.36770671387964515,0.6012398763309679,0.3137345726714791,0.4574872245012235,small,0.013888888888888888,all_target_gap_pairs_balanced,0.5894521588809288
40,18,2016-11,2017-10,2017-11,2015-01,2015-12,2016-01,100.0,100.5,-0.5,1.6178504141108494,22,1.6178504141108494,0.607591276179601,1.1137223089144712,0.518408781226439,0.816065545070455,small,0.013888888888888888,all_target_gap_pairs_balanced,1.0893144542792619
40,19,2016-11,2017-10,2017-11,2015-02,2016-01,2016-02,100.0,101.6,-1.5999999999999943,1.4809163960673686,21,1.4809163960673686,0.6937596405756846,1.0194574316339984,0.5919293180052538,0.8056933748196261,small,0.013888888888888888,all_target_gap_pairs_balanced,1.0019287789752198
40,20,2016-11,2017-10,2017-11,2015-03,2016-02,2016-03,100.0,99.6,0.4000000000000057,1.4128742201575561,20,1.4128742201575561,2.4901065623584646,0.9726174465544823,2.1246077070642926,1.5486125768093875,large,0.05555555555555555,all_target_gap_pairs_balanced,1.0198490472353845
40,21,2016-11,2017-10,2017-11,2015-04,2016-03,2016-04,100.0,99.8,0.20000000000000284,1.261866780403015,19,1.261866780403015,1.396596171334744,0.8686644772318394,1.191603216556293,1.0301338468940662,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.8819049655441419
40,22,2016-11,2017-10,2017-11,2015-05,2016-04,2016-05,100.0,99.5,0.5,1.3641898742499639,18,1.3641898742499639,1.2575029649658822,0.9391033208607337,1.0729261676625814,1.0060147442616576,large,0.05555555555555555,all_target_gap_pairs_balanced,0.9445900575796093
40,23,2016-11,2017-10,2017-11,2015-06,2016-05,2016-06,100.0,99.9,0.09999999999999432,1.404020568863734,17,1.404020568863734,1.1310027530951914,0.9665226253798693,0.964993708406227,0.9657581668930482,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.96645993978395
40,24,2016-11,2017-10,2017-11,2015-07,2016-06,2016-07,100.0,100.2,-0.20000000000000284,1.6152657596813211,16,1.6152657596813211,0.5870231424115887,1.1119430422567547,0.500859646509064,0.8064013443829093,small,0.013888888888888888,all_target_gap_pairs_balanced,1.0868886230310995
40,25,2016-11,2017-10,2017-11,2015-08,2016-07,2016-08,100.0,100.1,-0.09999999999999432,1.6787603274030671,15,1.6787603274030671,0.36770671388043424,1.1556524704893107,0.3137345726721524,0.7346935215807315,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.121133836678807
40,26,2016-11,2017-10,2017-11,2015-09,2016-08,2016-09,100.0,100.7,-0.7000000000000028,1.4921000117612935,14,1.4921000117612935,0.33486606277997855,1.0271561917814225,0.28571428571425095,0.6564352387478367,small,0.013888888888888888,all_target_gap_pairs_balanced,0.9967570736326683
40,27,2016-11,2017-10,2017-11,2015-10,2016-09,2016-10,100.0,99.9,0.09999999999999432,1.455430315975761,13,1.455430315975761,1.131002753095378,1.001912907296497,0.9649937084063862,0.9834533078514416,medium,0.011904761904761904,all_target_gap_pairs_balanced,1.0003992201420024
40,28,2016-11,2017-10,2017-11,2015-11,2016-10,2016-11,100.0,100.1,-0.09999999999999432,1.2408407091909717,12,1.2408407091909717,1.0495281367068747,0.8541902066976584,0.8954779693911168,0.8748340880443877,medium,0.011904761904761904,all_target_gap_pairs_balanced,0.8558830049680901
41,0,2016-12,2017-11,2017-12,2013-07,2014-06,2014-07,100.3,100.1,0.20000000000000284,1.6096814867276137,41,1.6096814867276137,1.3480494899889957,1.1080988491760058,1.150182236868628,1.129140543022317,medium,0.01282051282051282,all_target_gap_pairs_balanced,1.1098242680714032
41,1,2016-12,2017-11,2017-12,2013-08,2014-07,2014-08,100.3,100.2,0.09999999999999432,1.2924249704997386,40,1.2924249704997386,1.3480494899889957,0.8897006235491579,1.150182236868628,1.019941430208893,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.9003803696952561
41,2,2016-12,2017-11,2017-12,2013-09,2014-08,2014-09,100.3,100.5,-0.20000000000000284,1.4018185094990518,39,1.4018185094990518,0.890582556382987,0.9650067357657184,0.7598624860761802,0.8624346109209493,small,0.023809523809523808,all_target_gap_pairs_balanced,0.9565958215284472
41,3,2016-12,2017-11,2017-12,2013-10,2014-09,2014-10,100.3,100.0,0.29999999999999716,1.6134894267932371,38,1.6134894267932371,0.8300355207861164,1.1107202211922962,0.708202569021398,0.9094613951068471,medium,0.01282051282051282,all_target_gap_pairs_balanced,1.0942169974532892
41,4,2016-12,2017-11,2017-12,2013-11,2014-10,2014-11,100.3,99.8,0.5,1.4818422652748022,37,1.4818422652748022,0.16743303139013205,1.0200947966106748,0.1428571428572473,0.5814759697339611,large,0.016666666666666666,all_target_gap_pairs_balanced,0.9841280528067842
41,5,2016-12,2017-11,2017-12,2013-12,2014-11,2014-12,100.3,100.3,0.0,0.709307748916681,36,0.709307748916681,0.3037956380898005,0.4882848605558943,0.2592043906132195,0.3737446255845569,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.47889256128824464
41,6,2016-12,2017-11,2017-12,2014-01,2014-12,2015-01,100.3,100.3,0.0,0.9599085258118089,35,0.9599085258118089,0.45569345713468995,0.660797518972953,0.38880658591982004,0.5248020524463866,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.6496458907177746
41,7,2016-12,2017-11,2017-12,2014-02,2015-01,2015-02,100.3,101.2,-0.9000000000000057,1.708657174258725,34,1.708657174258725,1.2575029649656162,1.1762333505378813,1.0729261676623545,1.1245797591001179,small,0.023809523809523808,all_target_gap_pairs_balanced,1.1719977560399848
41,8,2016-12,2017-11,2017-12,2014-03,2015-02,2015-03,100.3,99.5,0.7999999999999972,1.643976483658299,33,1.643976483658299,1.8227738285387813,1.131707399653059,1.5552263436792984,1.3434668716661786,large,0.016666666666666666,all_target_gap_pairs_balanced,1.149071676358135
41,9,2016-12,2017-11,2017-12,2014-04,2015-03,2015-04,100.3,99.8,0.5,1.3492651826557767,32,1.3492651826557767,0.7594890952244905,0.9288292177439447,0.6480109765330395,0.788420097138492,large,0.016666666666666666,all_target_gap_pairs_balanced,0.9173156698542975
41,10,2016-12,2017-11,2017-12,2014-05,2015-04,2015-05,100.3,99.8,0.5,1.2366018825507579,31,1.2366018825507579,0.3468798202877734,0.8512722139390871,0.29596465900256813,0.5736184364708277,large,0.016666666666666666,all_target_gap_pairs_balanced,0.8285046041866898
41,11,2016-12,2017-11,2017-12,2014-06,2015-05,2015-06,100.3,100.0,0.29999999999999716,1.4525718253165973,30,1.4525718253165973,0.45213611857951985,0.9999451327796646,0.3857713949664686,0.6928582638730666,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.9747640095293235
41,12,2016-12,2017-11,2017-12,2014-07,2015-06,2015-07,100.3,100.3,0.0,1.5643662536816907,29,1.5643662536816907,0.1674330313898465,1.0769040084560497,0.14285714285700366,0.6098805756565266,medium,0.01282051282051282,all_target_gap_pairs_balanced,1.0386080869664889
41,13,2016-12,2017-11,2017-12,2014-08,2015-07,2015-08,100.3,100.5,-0.20000000000000284,1.4526384317544005,28,1.4526384317544005,0.4854795020139973,0.9999909844078817,0.41422062300167134,0.7071058037047765,small,0.023809523809523808,all_target_gap_pairs_balanced,0.975974399590227
41,14,2016-12,2017-11,2017-12,2014-09,2015-08,2015-09,100.3,100.1,0.20000000000000284,1.5188567128413715,27,1.5188567128413715,1.0126029852673533,1.0455754069609766,0.86397270671729,0.9547740568391333,medium,0.01282051282051282,all_target_gap_pairs_balanced,1.0381296962509854
41,15,2016-12,2017-11,2017-12,2014-10,2015-09,2015-10,100.3,99.7,0.5999999999999943,1.4824444330943252,26,1.4824444330943252,0.15189781904488944,1.0205093267356256,0.12960219530660053,0.575055761021113,large,0.016666666666666666,all_target_gap_pairs_balanced,0.9839821343470355
41,16,2016-12,2017-11,2017-12,2014-11,2015-10,2015-11,100.3,100.0,0.29999999999999716,1.3920208300311858,25,1.3920208300311858,0.6782041778691666,0.9582620490482182,0.5786570924496064,0.7684595707489124,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.9426982458276751
41,17,2016-12,2017-11,2017-12,2014-12,2015-11,2015-12,100.3,100.5,-0.20000000000000284,1.2811947021004557,24,1.2811947021004557,0.1674330313898465,0.8819697478499652,0.14285714285700366,0.5124134453534844,small,0.023809523809523808,all_target_gap_pairs_balanced,0.8516661310452537
41,18,2016-12,2017-11,2017-12,2015-01,2015-12,2016-01,100.3,100.5,-0.20000000000000284,0.9205356329399985,23,0.9205356329399985,0.7777258551479405,0.6336933634988918,0.663570937408186,0.6486321504535388,small,0.023809523809523808,all_target_gap_pairs_balanced,0.6349183440291729
41,19,2016-12,2017-11,2017-12,2015-02,2016-01,2016-02,100.3,101.6,-1.2999999999999972,1.6267614549754277,22,1.6267614549754277,0.9105646960921093,1.1198566368597302,0.7769116391812695,0.9483841380204998,small,0.023809523809523808,all_target_gap_pairs_balanced,1.1057958919549133
41,20,2016-12,2017-11,2017-12,2015-03,2016-02,2016-03,100.3,99.6,0.7000000000000028,1.5179222945734856,21,1.5179222945734856,2.6982089841698027,1.044932156842347,2.302164770654515,1.673548463748431,large,0.016666666666666666,all_target_gap_pairs_balanced,1.096478694008646
41,21,2016-12,2017-11,2017-12,2015-04,2016-03,2016-04,100.3,99.8,0.5,1.3945403847593068,20,1.3945403847593068,1.4708268555196389,0.9599965013095426,1.2549382906868194,1.1074673959981811,large,0.016666666666666666,all_target_gap_pairs_balanced,0.9720891146740109
41,22,2016-12,2017-11,2017-12,2015-05,2016-04,2016-05,100.3,99.5,0.7999999999999972,1.248175900182757,19,1.248175900182757,1.3734832615475832,0.8592397253530587,1.171882829080195,1.015561277216627,large,0.016666666666666666,all_target_gap_pairs_balanced,0.8720580926058713
41,23,2016-12,2017-11,2017-12,2015-06,2016-05,2016-06,100.3,99.9,0.3999999999999915,1.3408728247028974,18,1.3408728247028974,1.1303402964488978,0.9230519492183781,0.9644284874162553,0.9437402183173167,large,0.016666666666666666,all_target_gap_pairs_balanced,0.924748387284491
41,24,2016-12,2017-11,2017-12,2015-07,2016-06,2016-07,100.3,100.2,0.09999999999999432,1.3945250474146607,17,1.3945250474146607,0.6867416307739284,0.9599859431375739,0.5859414145402142,0.772963678838894,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.9446501174650821
41,25,2016-12,2017-11,2017-12,2015-08,2016-07,2016-08,100.3,100.1,0.20000000000000284,1.6145755512518,16,1.6145755512518,0.5870231424115999,1.1114679052978282,0.5008596465090736,0.8061637759034509,medium,0.01282051282051282,all_target_gap_pairs_balanced,1.0864329666874892
41,26,2016-12,2017-11,2017-12,2015-09,2016-08,2016-09,100.3,100.7,-0.4000000000000057,1.67655957011291,15,1.67655957011291,0.2260680592898584,1.1541374772185011,0.19288569748331832,0.6735115873509098,small,0.023809523809523808,all_target_gap_pairs_balanced,1.1147261542493587
41,27,2016-12,2017-11,2017-12,2015-10,2016-09,2016-10,100.3,99.9,0.3999999999999915,1.5106765428595128,14,1.5106765428595128,1.353299643135617,1.0399442078587313,1.1546617703983155,1.0973029891285235,large,0.016666666666666666,all_target_gap_pairs_balanced,1.0446476279228543
41,28,2016-12,2017-11,2017-12,2015-11,2016-10,2016-11,100.3,100.1,0.20000000000000284,1.4497700264739308,13,1.4497700264739308,1.1818333755031687,0.9980163847019979,1.0083633913568946,1.0031898880294463,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.9984406119748487
41,29,2016-12,2017-11,2017-12,2015-12,2016-11,2016-12,100.3,100.2,0.09999999999999432,1.2391595569267257,12,1.2391595569267257,1.3480494899889957,0.8530329076265933,1.150182236868628,1.0016075722476108,medium,0.01282051282051282,all_target_gap_pairs_balanced,0.8652160301255167
42,0,2017-01,2017-12,2018-01,2013-07,2014-06,2014-07,100.6,100.1,0.5,1.6463914423095423,42,1.6463914423095423,1.3201607246511615,1.133369848357548,1.1263869958645043,1.1298784221110263,large,0.008333333333333333,all_target_gap_pairs_balanced,1.1330835514053332
42,1,2017-01,2017-12,2018-01,2013-08,2014-07,2014-08,100.6,100.2,0.3999999999999915,1.6117724316969615,41,1.6117724316969615,1.2107637960165225,1.109538248046732,1.0330473929656716,1.0712928205062018,large,0.008333333333333333,all_target_gap_pairs_balanced,1.1064021229884085
42,2,2017-01,2017-12,2018-01,2013-09,2014-08,2014-09,100.6,100.5,0.09999999999999432,1.2982236437759196,40,1.2982236437759196,0.6867416307736499,0.893692409027878,0.5859414145399766,0.7398169117839273,medium,0.020833333333333332,all_target_gap_pairs_balanced,0.8810746182538741
42,3,2017-01,2017-12,2018-01,2013-10,2014-09,2014-10,100.6,100.0,0.5999999999999943,1.3942277132396372,39,1.3942277132396372,0.3468798202876356,0.9597812593787801,0.2959646590024505,0.6278729591906154,large,0.008333333333333333,all_target_gap_pairs_balanced,0.9325647787633505
42,4,2017-01,2017-12,2018-01,2013-11,2014-10,2014-11,100.6,99.8,0.7999999999999972,1.6190437934624144,38,1.6190437934624144,0.45569345713468995,1.1145438268961358,0.38880658591982004,0.7516752064079779,large,0.008333333333333333,all_target_gap_pairs_balanced,1.0847886000161069
42,5,2017-01,2017-12,2018-01,2013-12,2014-11,2014-12,100.6,100.3,0.29999999999999716,1.496696991330519,37,1.496696991330519,0.777725855147756,1.0303207357066309,0.6635709374080286,0.8469458365573297,medium,0.020833333333333332,all_target_gap_pairs_balanced,1.015283993976388
42,6,2017-01,2017-12,2018-01,2014-01,2014-12,2015-01,100.6,100.3,0.29999999999999716,0.7030478799979231,36,0.7030478799979231,0.16743303139013205,0.4839755896833256,0.1428571428572473,0.31341636627028646,medium,0.020833333333333332,all_target_gap_pairs_balanced,0.46998973336345634
42,7,2017-01,2017-12,2018-01,2014-02,2015-01,2015-02,100.6,101.2,-0.6000000000000085,0.7970823388958252,35,0.7970823388958252,1.3394642511201997,0.5487085673231972,1.1428571428572474,0.8457828550902222,small,0.05555555555555555,all_target_gap_pairs_balanced,0.5730686589200932
42,8,2017-01,2017-12,2018-01,2014-03,2015-02,2015-03,100.6,99.5,1.0999999999999943,1.5727937832527188,34,1.5727937832527188,1.3772953793136886,1.0827054889949344,1.1751354026481444,1.1289204458215394,large,0.008333333333333333,all_target_gap_pairs_balanced,1.0864951154547158
42,9,2017-01,2017-12,2018-01,2014-04,2015-03,2015-04,100.6,99.8,0.7999999999999972,1.664108404597717,33,1.664108404597717,1.2266631385831486,1.1455661404092956,1.0466130235555189,1.0960895819824072,large,0.008333333333333333,all_target_gap_pairs_balanced,1.1415090626182907
42,10,2017-01,2017-12,2018-01,2014-05,2015-04,2015-05,100.6,99.8,0.7999999999999972,1.3602871897838025,32,1.3602871897838025,0.7594890952244905,0.9364167271455744,0.6480109765330395,0.7922138518393069,large,0.008333333333333333,all_target_gap_pairs_balanced,0.9245920913704604
42,11,2017-01,2017-12,2018-01,2014-06,2015-05,2015-06,100.6,100.0,0.5999999999999943,1.2661083572299274,31,1.2661083572299274,0.9105646960919518,0.8715843632088771,0.776911639181135,0.8242480011950061,large,0.008333333333333333,all_target_gap_pairs_balanced,0.8677027815237397
42,12,2017-01,2017-12,2018-01,2014-07,2015-06,2015-07,100.6,100.3,0.29999999999999716,1.454867951383216,30,1.454867951383216,0.5655013765475112,1.0015257775674453,0.48249685420304145,0.7420113158852434,medium,0.020833333333333332,all_target_gap_pairs_balanced,0.9802455917095048
42,13,2017-01,2017-12,2018-01,2014-08,2015-07,2015-08,100.6,100.5,0.09999999999999432,1.5517841135368,29,1.5517841135368,2.855239780330955e-13,1.0682425091907086,2.4361465226058997e-13,0.5341212545954761,medium,0.020833333333333332,all_target_gap_pairs_balanced,1.0244445663138995
42,14,2017-01,2017-12,2018-01,2014-09,2015-08,2015-09,100.6,100.1,0.5,1.4309797936777804,28,1.4309797936777804,0.5870231424113556,0.9850812571572982,0.500859646508865,0.7429704518330816,large,0.008333333333333333,all_target_gap_pairs_balanced,0.9652281711207125
42,15,2017-01,2017-12,2018-01,2014-10,2015-09,2015-10,100.6,99.7,0.8999999999999915,1.5319874337626203,27,1.5319874337626203,0.3468798202877734,1.0546145472267112,0.29596465900256813,0.6752896031146397,large,0.008333333333333333,all_target_gap_pairs_balanced,1.0235099018095213
