sample_i_id,sample_j_id,x_i_start_date,x_i_end_date,target_i_date,x_j_start_date,x_j_end_date,target_j_date,cpi_i,cpi_j,delta_cpi,window_distance,target_gap_months_actual,shape_distance,level_distance,shape_distance_normalized,level_distance_normalized,hybrid_distance
27,10,2015-10,2016-09,2016-10,2014-05,2015-04,2015-05,99.9,99.8,0.10000000000000853,1.2710563148566445,17,1.2710563148566445,1.5223172671574703,0.8749905191454053,1.2988709187354905,1.0869307189404478
27,11,2015-10,2016-09,2016-10,2014-06,2015-05,2015-06,99.9,100.0,-0.09999999999999432,1.5045987447897369,16,1.5045987447897369,1.8007126150224437,1.0357602738928047,1.5364032840670991,1.286081778979952
27,12,2015-10,2016-09,2016-10,2014-07,2015-06,2015-07,99.9,100.3,-0.3999999999999915,1.6784993739196368,15,1.6784993739196368,1.4628027700670028,1.1554728310655726,1.2480919837646502,1.2017824074151116
27,13,2015-10,2016-09,2016-10,2014-08,2015-07,2015-08,99.9,100.5,-0.5999999999999943,1.3884390598601566,14,1.3884390598601566,0.9042722371594625,0.9557963715603077,0.771542789933298,0.8636695807468029
27,14,2015-10,2016-09,2016-10,2014-09,2015-08,2015-09,99.9,100.1,-0.19999999999998863,1.3773484823791966,13,1.3773484823791966,0.3468798202877734,0.9481616585784663,0.29596465900256813,0.6220631587905172
27,15,2015-10,2016-09,2016-10,2014-10,2015-09,2015-10,99.9,99.7,0.20000000000000284,0.5150668238885883,12,0.5150668238885883,1.2375264067943144,0.3545701180672553,1.0558817768346915,0.7052259474509734
28,0,2015-11,2016-10,2016-11,2013-07,2014-06,2014-07,100.1,100.1,0.0,1.4811376055978436,28,1.4811376055978436,0.1674330313898465,1.0196097114658578,0.14285714285700366,0.5812334271614307
28,1,2015-11,2016-10,2016-11,2013-08,2014-07,2014-08,100.1,100.2,-0.10000000000000853,1.6088761404197247,27,1.6088761404197247,0.34687982028761666,1.1075444517226474,0.29596465900243435,0.7017545553625408
28,2,2015-11,2016-10,2016-11,2013-09,2014-08,2014-09,100.1,100.5,-0.4000000000000057,1.4354803182194535,26,1.4354803182194535,0.5655013765476803,0.9881794017942567,0.4824968542031857,0.7353381279987212
28,3,2015-11,2016-10,2016-11,2013-10,2014-09,2014-10,100.1,100.0,0.09999999999999432,0.910727301342457,25,0.910727301342457,1.2375264067942984,0.6269413438942758,1.0558817768346778,0.8414115603644767
28,4,2015-11,2016-10,2016-11,2013-11,2014-10,2014-11,100.1,99.8,0.29999999999999716,0.7944948420951012,24,0.7944948420951012,1.0160169621847108,0.5469273439875435,0.8668855787124096,0.7069064613499765
28,5,2015-11,2016-10,2016-11,2013-12,2014-11,2014-12,100.1,100.3,-0.20000000000000284,1.4432104192787187,23,1.4432104192787187,1.1818333755028883,0.993500775096002,1.0083633913566554,1.0009320832263287
28,6,2015-11,2016-10,2016-11,2014-01,2014-12,2015-01,100.1,100.3,-0.20000000000000284,1.6538892918035835,22,1.6538892918035835,1.320160724651415,1.1385313405310913,1.1263869958647206,1.132459168197906
28,7,2015-11,2016-10,2016-11,2014-02,2015-01,2015-02,100.1,101.2,-1.1000000000000085,1.545825727439073,21,1.545825727439073,2.4215275920333164,1.0641407779896745,2.0660947859315746,1.5651177819606246
28,8,2015-11,2016-10,2016-11,2014-03,2015-02,2015-03,100.1,99.5,0.5999999999999943,1.609567899140646,20,1.609567899140646,2.296298172231435,1.1080206558965044,1.9592465913666526,1.5336336236315784
28,9,2015-11,2016-10,2016-11,2014-04,2015-03,2015-04,100.1,99.8,0.29999999999999716,1.2300270744777073,19,1.2300270744777073,1.320160724651425,0.8467461401043738,1.1263869958647292,0.9865665679845514
28,10,2015-11,2016-10,2016-11,2014-05,2015-04,2015-05,100.1,99.8,0.29999999999999716,1.4868285911664167,18,1.4868285911664167,1.0160169621847142,1.0235273651204533,0.8668855787124125,0.9452064719164328
28,11,2015-11,2016-10,2016-11,2014-06,2015-05,2015-06,100.1,100.0,0.09999999999999432,1.2492750305886897,17,1.2492750305886897,1.5145337128857919,0.8599963627052,1.2922298377295842,1.076113100217392
28,12,2015-11,2016-10,2016-11,2014-07,2015-06,2015-07,100.1,100.3,-0.20000000000000284,1.5244687267007266,16,1.5244687267007266,1.3480494899889957,1.0494386967797305,1.150182236868628,1.0998104668241793
28,13,2015-11,2016-10,2016-11,2014-08,2015-07,2015-08,100.1,100.5,-0.4000000000000057,1.6955157848796139,15,1.6955157848796139,1.1740462848229445,1.1671868661447666,1.0017192930179293,1.084453079581348
28,14,2015-11,2016-10,2016-11,2014-09,2015-08,2015-09,100.1,100.1,0.0,1.40759446934211,14,1.40759446934211,1.0406394608631635,0.9689828854001352,0.8878939770075706,0.9284384312038529
28,15,2015-11,2016-10,2016-11,2014-10,2015-09,2015-10,100.1,99.7,0.3999999999999915,1.3266615099883563,13,1.3266615099883563,1.2107637960167934,0.9132689321368592,1.0330473929659028,0.973158162551381
28,16,2015-11,2016-10,2016-11,2014-11,2015-10,2015-11,100.1,100.0,0.09999999999999432,0.5008295329319606,12,0.5008295329319606,1.7016679434506188,0.34476921903567403,1.4518964297235468,0.8983328243796105
29,0,2015-12,2016-11,2016-12,2013-07,2014-06,2014-07,100.2,100.1,0.10000000000000853,1.2375920802384566,29,1.2375920802384566,0.3037956380897789,0.8519538624063415,0.25920439061320105,0.5555791265097713
29,1,2015-12,2016-11,2016-12,2013-08,2014-07,2014-08,100.2,100.2,0.0,1.4838320639068283,28,1.4838320639068283,0.0,1.021464566712661,0.0,0.5107322833563305
29,2,2015-12,2016-11,2016-12,2013-09,2014-08,2014-09,100.2,100.5,-0.29999999999999716,1.6001706349085552,27,1.6001706349085552,0.5247640683533069,1.1015516135630725,0.4477389846954471,0.7746452991292598
29,3,2015-12,2016-11,2016-12,2013-10,2014-09,2014-10,100.2,100.0,0.20000000000000284,1.411393569941113,26,1.411393569941113,1.1740462848227111,0.9715981723599284,1.00171929301773,0.9866587326888292
29,4,2015-12,2016-11,2016-12,2013-11,2014-10,2014-11,100.2,99.8,0.4000000000000057,0.9094576584264471,25,0.9094576584264471,1.1818333755028854,0.626067326353728,1.008363391356653,0.8172153588551905
29,5,2015-12,2016-11,2016-12,2013-12,2014-11,2014-12,100.2,100.3,-0.09999999999999432,0.8115051309644228,24,0.8115051309644228,1.414857239054032,0.5586371646419176,1.2071839173191052,0.8829105409805114
29,6,2015-12,2016-11,2016-12,2014-01,2014-12,2015-01,100.2,100.3,-0.09999999999999432,1.4388164039224438,23,1.4388164039224438,1.3734832615475832,0.9904759509927886,1.171882829080195,1.0811793900364919
29,7,2015-12,2016-11,2016-12,2014-02,2015-01,2015-02,100.2,101.2,-1.0,1.6756699520647118,22,1.6756699520647118,2.5298026187479126,1.1535250674072792,2.158477160131072,1.6560011137691757
29,8,2015-12,2016-11,2016-12,2014-03,2015-02,2015-03,100.2,99.5,0.7000000000000028,1.5158360261120756,21,1.5158360261120756,2.1414927315149193,1.0434959772625843,1.8271635562814872,1.4353297667720357
29,9,2015-12,2016-11,2016-12,2014-04,2015-03,2015-04,100.2,99.8,0.4000000000000057,1.6245282955835298,20,1.6245282955835298,1.62012054722186,1.1183193381005707,1.3823185935226134,1.250318965811592
29,10,2015-12,2016-11,2016-12,2014-05,2015-04,2015-05,100.2,99.8,0.4000000000000057,1.2414557993698363,19,1.2414557993698363,1.2575029649656162,0.8546136325275255,1.0729261676623545,0.96376990009494
29,11,2015-12,2016-11,2016-12,2014-06,2015-05,2015-06,100.2,100.0,0.20000000000000284,1.4790173819837114,18,1.4790173819837114,1.735234429960527,1.0181501572831282,1.4805360136739119,1.24934308547852
29,12,2015-12,2016-11,2016-12,2014-07,2015-06,2015-07,100.2,100.3,-0.09999999999999432,1.2563291681100983,17,1.2563291681100983,1.5145337128855059,0.8648524051793499,1.2922298377293402,1.078541121454345
29,13,2015-12,2016-11,2016-12,2014-08,2015-07,2015-08,100.2,100.5,-0.29999999999999716,1.5295505917100143,16,1.5295505917100143,1.210763796016799,1.0529370340687474,1.0330473929659074,1.0429922135173273
29,14,2015-12,2016-11,2016-12,2014-09,2015-08,2015-09,100.2,100.1,0.10000000000000853,1.6947062767817134,15,1.6947062767817134,0.9042722371590397,1.1666296037303832,0.7715427899329372,0.9690861968316602
29,15,2015-12,2016-11,2016-12,2014-10,2015-09,2015-10,100.2,99.7,0.5,1.3884229138294755,14,1.3884229138294755,1.3394642511201997,0.9557852566918297,1.1428571428572474,1.0493211997745386
29,16,2015-12,2016-11,2016-12,2014-11,2015-10,2015-11,100.2,100.0,0.20000000000000284,1.3252012076557684,13,1.3252012076557684,1.9393966533289246,0.9122636653511429,1.654731222753256,1.2834974440521996
29,17,2015-12,2016-11,2016-12,2014-12,2015-11,2015-12,100.2,100.5,-0.29999999999999716,0.4956248031853019,12,0.4956248031853019,1.5145337128855059,0.34118630211074286,1.2922298377293402,0.8167080699200415
30,0,2016-01,2016-12,2017-01,2013-07,2014-06,2014-07,101.0,100.1,0.9000000000000057,1.4064438498497858,30,1.4064438498497858,0.6782041778691666,0.9681908031492075,0.5786570924496064,0.7734239477994069
30,1,2016-01,2016-12,2017-01,2013-08,2014-07,2014-08,101.0,100.2,0.7999999999999972,1.2260685936573827,29,1.2260685936573827,0.5247640683530337,0.8440211363830449,0.447738984695214,0.6458800605391295
30,2,2016-01,2016-12,2017-01,2013-09,2014-08,2014-09,101.0,100.5,0.5,1.5107209801877923,28,1.5107209801877923,2.855239780330955e-13,1.0399747983530203,2.4361465226058997e-13,0.519987399176632
30,3,2016-01,2016-12,2017-01,2013-10,2014-09,2014-10,101.0,100.0,1.0,1.664776580887176,27,1.664776580887176,0.6782041778695896,1.1460261105235703,0.5786570924499673,0.8623416014867689
30,4,2016-01,2016-12,2017-01,2013-11,2014-10,2014-11,101.0,99.8,1.2000000000000028,1.4078076825210404,26,1.4078076825210404,0.7354134277600795,0.9691296605728325,0.6274691453436315,0.798299402958232
30,5,2016-01,2016-12,2017-01,2013-12,2014-11,2014-12,101.0,100.3,0.7000000000000028,0.8800092714653535,25,0.8800092714653535,1.034414162171431,0.6057951644566462,0.8825824301930016,0.7441887973248239
30,6,2016-01,2016-12,2017-01,2014-01,2014-12,2015-01,101.0,100.3,0.7000000000000028,0.8243375642861561,24,0.8243375642861561,0.8508339717255884,0.5674709648149246,0.7259482148620114,0.646709589838468
30,7,2016-01,2016-12,2017-01,2014-02,2015-01,2015-02,101.0,101.2,-0.20000000000000284,1.543051437751272,23,1.543051437751272,2.0149300304220024,1.0622309671136219,1.7191777799963932,1.3907043735550075
30,8,2016-01,2016-12,2017-01,2014-03,2015-02,2015-03,101.0,99.5,1.5,1.631763467112228,22,1.631763467112228,1.7343991014387103,1.1233000037233332,1.4798232950127068,1.30156164936802
30,9,2016-01,2016-12,2017-01,2014-04,2015-03,2015-04,101.0,99.8,1.2000000000000028,1.4703678461801764,21,1.4703678461801764,1.353299643135617,1.0121958484656188,1.1546617703983155,1.0834288094319673
30,10,2016-01,2016-12,2017-01,2014-05,2015-04,2015-05,101.0,99.8,1.2000000000000028,1.6002440318622133,20,1.6002440318622133,0.9042722371592512,1.1016021397575726,0.7715427899331178,0.9365724648453452
30,11,2016-01,2016-12,2017-01,2014-06,2015-05,2015-06,101.0,100.0,1.0,1.2422024670146041,19,1.2422024670146041,1.320160724651425,0.8551276358037676,1.1263869958647292,0.9907573158342484
30,12,2016-01,2016-12,2017-01,2014-07,2015-06,2015-07,101.0,100.3,0.7000000000000028,1.4635143576409941,18,1.4635143576409941,1.0495281367066076,1.0074779320170997,0.895477969390889,0.9514779507039943
30,13,2016-01,2016-12,2017-01,2014-08,2015-07,2015-08,101.0,100.5,0.5,1.2514252799066845,17,1.2514252799066845,0.6867416307742068,0.8614765864726706,0.5859414145404518,0.7237090005065612
30,14,2016-01,2016-12,2017-01,2014-09,2015-08,2015-09,101.0,100.1,0.9000000000000057,1.530433230526063,16,1.530433230526063,0.4854795020140958,1.0535446394020795,0.41422062300175533,0.7338826312019174
30,15,2016-01,2016-12,2017-01,2014-10,2015-09,2015-10,101.0,99.7,1.2999999999999972,1.7289572291856916,15,1.7289572291856916,0.8508339717255923,1.1902078341163134,0.7259482148620148,0.958078024489164
30,16,2016-01,2016-12,2017-01,2014-11,2015-10,2015-11,101.0,100.0,1.0,1.3807289546877133,14,1.3807289546877133,1.5398013397168846,0.9504887633539296,1.3137886720044187,1.1321387176791742
30,17,2016-01,2016-12,2017-01,2014-12,2015-11,2015-12,101.0,100.5,0.5,1.2952847391383002,13,1.2952847391383002,1.0495281367066076,0.8916692778223346,0.895477969390889,0.8935736236066119
30,18,2016-01,2016-12,2017-01,2015-01,2015-12,2016-01,101.0,100.5,0.5,0.5443923004247335,12,0.5443923004247335,0.810060273610576,0.37475766887726186,0.6911592967610046,0.5329584828191333
31,0,2016-02,2017-01,2017-02,2013-07,2014-06,2014-07,99.8,100.1,-0.29999999999999716,1.4867502679313573,31,1.4867502679313573,1.7041014990616363,1.023473447691851,1.4539727870509378,1.2387231173713944
31,1,2016-02,2017-01,2017-02,2013-08,2014-07,2014-08,99.8,100.2,-0.4000000000000057,1.4190052481021886,30,1.4190052481021886,1.4074956560786622,0.9768380237716091,1.200902870490792,1.0888704471312005
31,2,2016-02,2017-01,2017-02,2013-09,2014-08,2014-09,99.8,100.5,-0.7000000000000028,1.2595990332156728,29,1.2595990332156728,1.4756402459847444,0.8671033683607765,1.259045169739251,1.0630742690500137
31,3,2016-02,2017-01,2017-02,2013-10,2014-09,2014-10,99.8,100.0,-0.20000000000000284,1.4917068087358436,28,1.4917068087358436,1.539801339717133,1.0268855122565685,1.3137886720046308,1.1703370921305996
31,4,2016-02,2017-01,2017-02,2013-11,2014-10,2014-11,99.8,99.8,0.0,1.6703599904796063,27,1.6703599904796063,2.139634118978449,1.1498697092695733,1.8255777516500213,1.4877237304597974
31,5,2016-02,2017-01,2017-02,2013-12,2014-11,2014-12,99.8,100.3,-0.5,1.459382981359667,26,1.459382981359667,2.4750528135882264,1.0046339076926614,2.11176355366904,1.5581987306808505
31,6,2016-02,2017-01,2017-02,2014-01,2014-12,2015-01,99.8,100.3,-0.5,0.8944128855532427,25,0.8944128855532427,1.9834203851289995,0.6157105597235771,1.692293133271488,1.1540018464975326
31,7,2016-02,2017-01,2017-02,2014-02,2015-01,2015-02,99.8,101.2,-1.4000000000000057,0.7085209354052003,24,0.7085209354052003,3.03847797494581,0.4877432210118126,2.5924889403932494,1.540116080702531
31,8,2016-02,2017-01,2017-02,2014-03,2015-02,2015-03,99.8,99.5,0.29999999999999716,1.3156380285631748,23,1.3156380285631748,1.7016679434509,0.9056804078344587,1.4518964297237866,1.1787884187791227
31,9,2016-02,2017-01,2017-02,2014-04,2015-03,2015-04,99.8,99.8,0.0,1.6829661338234763,22,1.6829661338234763,2.8275068827379113,1.158547732249317,2.41248427101551,1.7855160016324136
31,10,2016-02,2017-01,2017-02,2014-05,2015-04,2015-05,99.8,99.8,0.0,1.499929736787433,21,1.499929736787433,2.365003985206568,1.0325461458576588,2.017867737133535,1.5252069414955969
31,11,2016-02,2017-01,2017-02,2014-06,2015-05,2015-06,99.8,100.0,-0.20000000000000284,1.6375556158664326,20,1.6375556158664326,2.7128167114775272,1.1272872977449835,2.31462836979916,1.7209578337720717
31,12,2016-02,2017-01,2017-02,2014-07,2015-06,2015-07,99.8,100.3,-0.5,1.2619553316229999,19,1.2619553316229999,2.3873388873627923,0.8687254355678626,2.036924313255601,1.4528248744117318
31,13,2016-02,2017-01,2017-02,2014-08,2015-07,2015-08,99.8,100.5,-0.7000000000000028,1.425795136254218,18,1.425795136254218,1.8442651230604363,0.9815121579461862,1.5735631372389485,1.2775376475925673
31,14,2016-02,2017-01,2017-02,2014-09,2015-08,2015-09,99.8,100.1,-0.29999999999999716,1.1968589018420224,17,1.1968589018420224,1.259381278954618,0.8239132913514248,1.0745287819591258,0.9492210366552754
31,15,2016-02,2017-01,2017-02,2014-10,2015-09,2015-10,99.8,99.7,0.09999999999999432,1.5577899108299418,16,1.5577899108299418,2.16154822798946,1.072376878085293,1.8442752988160929,1.458326088450693
31,16,2016-02,2017-01,2017-02,2014-11,2015-10,2015-11,99.8,100.0,-0.20000000000000284,1.7561319351936722,15,1.7561319351936722,2.938884770767174,1.2089148023596745,2.5075140672822975,1.8582144348209861
31,17,2016-02,2017-01,2017-02,2014-12,2015-11,2015-12,99.8,100.5,-0.7000000000000028,1.3819089188855607,14,1.3819089188855607,2.3873388873627923,0.9513010463928318,2.036924313255601,1.4941126798242164
31,18,2016-02,2017-01,2017-02,2015-01,2015-12,2016-01,99.8,100.5,-0.7000000000000028,1.2441964747968792,13,1.2441964747968792,1.6874724014929003,0.8565003034693932,1.4397845151953759,1.1481424093323844
31,19,2016-02,2017-01,2017-02,2015-02,2016-01,2016-02,99.8,101.6,-1.7999999999999972,0.5471059492741038,12,0.5471059492741038,1.396596171334744,0.37662573482189043,1.191603216556293,0.7841144756890918
32,0,2016-03,2017-02,2017-03,2013-07,2014-06,2014-07,99.7,100.1,-0.3999999999999915,1.4276645475871519,32,1.4276645475871519,2.683231422659078,0.9827990538717097,2.2893856217217983,1.636092337796754
32,1,2016-03,2017-02,2017-03,2013-08,2014-07,2014-08,99.7,100.2,-0.5,1.4574754531109622,31,1.4574754531109622,2.7174095103590528,1.003320772221707,2.3185470357904836,1.6609339040060953
32,2,2016-03,2017-02,2017-03,2013-09,2014-08,2014-09,99.7,100.5,-0.7999999999999972,1.5714749643240673,30,1.5714749643240673,2.2598413083587814,1.081797618867111,1.9281408808199232,1.504969249843517
32,3,2016-03,2017-02,2017-03,2013-10,2014-09,2014-10,99.7,100.0,-0.29999999999999716,1.5733893657497653,29,1.5733893657497653,1.9834203851285173,1.0831154858079737,1.6922931332710762,1.387704309539525
32,4,2016-03,2017-02,2017-03,2013-11,2014-10,2014-11,99.7,99.8,-0.09999999999999432,1.4807740939677108,28,1.4807740939677108,1.5372154077287121,1.0193594713889647,1.3115823041665655,1.165470887777765
32,5,2016-03,2017-02,2017-03,2013-12,2014-11,2014-12,99.7,100.3,-0.5999999999999943,1.6177686285569204,27,1.6177686285569204,1.3394642511201997,1.11366600803822,1.1428571428572474,1.1282615754477336
32,6,2016-03,2017-02,2017-03,2014-01,2014-12,2015-01,99.7,100.3,-0.5999999999999943,1.5789397350924679,26,1.5789397350924679,1.5398013397166361,1.0869363397668856,1.313788672004207,1.2003625058855463
32,7,2016-03,2017-02,2017-03,2014-02,2015-01,2015-02,99.7,101.2,-1.5,1.283500370076286,25,1.283500370076286,0.777725855147756,0.8835569612531543,0.6635709374080286,0.7735639493305915
32,8,2016-03,2017-02,2017-03,2014-03,2015-02,2015-03,99.7,99.5,0.20000000000000284,1.1911674814235027,24,1.1911674814235027,2.5132572841683367,0.8199953383477163,2.1443603564990097,1.4821778474233631
32,9,2016-03,2017-02,2017-03,2014-04,2015-03,2015-04,99.7,99.8,-0.09999999999999432,0.7232706012953874,23,0.7232706012953874,1.414857239054032,0.49789683707400234,1.2071839173191052,0.8525403771965538
32,10,2016-03,2017-02,2017-03,2014-05,2015-04,2015-05,99.7,99.8,-0.09999999999999432,1.5667536274268625,22,1.5667536274268625,1.5068972825100462,1.078547467812072,1.285714285714251,1.1821308767631615
32,11,2016-03,2017-02,2017-03,2014-06,2015-05,2015-06,99.7,100.0,-0.29999999999999716,1.481373457486531,21,1.481373457486531,1.0045981883399357,1.0197720710435663,0.857142857142753,0.9384574640931596
32,12,2016-03,2017-02,2017-03,2014-07,2015-06,2015-07,99.7,100.3,-0.5999999999999943,1.617729035732845,20,1.617729035732845,1.2107637960165225,1.1136387524829097,1.0330473929656716,1.0733430727242905
32,13,2016-03,2017-02,2017-03,2014-08,2015-07,2015-08,99.7,100.5,-0.7999999999999972,1.199135778363408,19,1.199135778363408,1.6874724014929003,0.8254806848226589,1.4397845151953759,1.1326326000090174
32,14,2016-03,2017-02,2017-03,2014-09,2015-08,2015-09,99.7,100.1,-0.3999999999999915,1.4891700925355444,18,1.4891700925355444,2.273201377829055,1.0251392461005526,1.9395399538525944,1.4823395999765734
32,15,2016-03,2017-02,2017-03,2014-10,2015-09,2015-10,99.7,99.7,0.0,1.2851821612730334,17,1.2851821612730334,1.414857239054032,0.884714700163017,1.2071839173191052,1.0459493087410612
32,16,2016-03,2017-02,2017-03,2014-11,2015-10,2015-11,99.7,100.0,-0.29999999999999716,1.511078169151134,16,1.511078169151134,0.8508339717253074,1.0402206859292151,0.7259482148617716,0.8830844503954933
32,17,2016-03,2017-02,2017-03,2014-12,2015-11,2015-12,99.7,100.5,-0.7999999999999972,1.7559310789178413,15,1.7559310789178413,1.2107637960165225,1.2087765336338843,1.0330473929656716,1.120911963299778
32,18,2016-03,2017-02,2017-03,2015-01,2015-12,2016-01,99.7,100.5,-0.7999999999999972,1.4881741173024197,14,1.4881741173024197,1.8442651230604363,1.0244536203921544,1.5735631372389485,1.2990083788155515
32,19,2016-03,2017-02,2017-03,2015-02,2016-01,2016-02,99.7,101.6,-1.8999999999999915,1.296826088838613,13,1.296826088838613,2.126656212027275,0.8927303373196185,1.8145047471662648,1.3536175422429415
32,20,2016-03,2017-02,2017-03,2015-03,2016-02,2016-03,99.7,99.6,0.10000000000000853,1.2190782981856805,12,1.2190782981856805,3.712579220382138,0.839209042542455,3.1676453305033876,2.0034271865229214
33,0,2016-04,2017-03,2017-04,2013-07,2014-06,2014-07,100.1,100.1,0.0,1.6528601995231451,33,1.6528601995231451,2.529802618747629,1.1378229171684247,2.15847716013083,1.6481500386496273
33,1,2016-04,2017-03,2017-04,2013-08,2014-07,2014-08,100.1,100.2,-0.10000000000000853,1.4313617488058392,32,1.4313617488058392,2.5839459473815434,0.9853441936707195,2.204673308938525,1.5950087513046223
33,2,2016-04,2017-03,2017-04,2013-09,2014-08,2014-09,100.1,100.5,-0.4000000000000057,1.4097918690711646,31,1.4097918690711646,2.1479510622517544,0.9704955673381596,1.8326739306026785,1.401584748970419
33,3,2016-04,2017-03,2017-04,2013-10,2014-09,2014-10,100.1,100.0,0.09999999999999432,1.5261583091910287,30,1.5261583091910287,1.9358223202539724,1.050601799187585,1.651681531742657,1.351141665465121
33,4,2016-04,2017-03,2017-04,2013-11,2014-10,2014-11,100.1,99.8,0.29999999999999716,1.5646478949156837,29,1.5646478949156837,1.414857239054032,1.0770978892516243,1.2071839173191052,1.1421409032853647
33,5,2016-04,2017-03,2017-04,2013-12,2014-11,2014-12,100.1,100.3,-0.20000000000000284,1.4763381738215307,28,1.4763381738215307,1.1818333755028854,1.016305800181618,1.008363391356653,1.0123345957691354
33,6,2016-04,2017-03,2017-04,2014-01,2014-12,2015-01,100.1,100.3,-0.20000000000000284,1.6163742177732603,27,1.6163742177732603,1.4846828912339303,1.1127061007538332,1.2667605318362338,1.1897333162950336
33,7,2016-04,2017-03,2017-04,2014-02,2015-01,2015-02,100.1,101.2,-1.1000000000000085,1.4753277399585398,26,1.4753277399585398,0.9113869142693799,1.0156102212052922,0.7776131718396401,0.8966116965224662
33,8,2016-04,2017-03,2017-04,2014-03,2015-02,2015-03,100.1,99.5,0.5999999999999943,1.4002339836668891,25,1.4002339836668891,2.562239323698221,0.9639159539771556,2.186152792319248,1.5750343731482017
33,9,2016-04,2017-03,2017-04,2014-04,2015-03,2015-04,100.1,99.8,0.29999999999999716,1.2119592904513254,24,1.2119592904513254,1.210763796016246,0.8343083436509302,1.0330473929654358,0.933677868308183
33,10,2016-04,2017-03,2017-04,2014-05,2015-04,2015-05,100.1,99.8,0.29999999999999716,0.7377429065780025,23,0.7377429065780025,1.348049489988712,0.5078595191081924,1.1501822368683863,0.8290208779882893
33,11,2016-04,2017-03,2017-04,2014-06,2015-05,2015-06,100.1,100.0,0.09999999999999432,1.531902404682172,22,1.531902404682172,0.8508339717250265,1.0545560135186653,0.725948214861532,0.8902521141900988
33,12,2016-04,2017-03,2017-04,2014-07,2015-06,2015-07,100.1,100.3,-0.20000000000000284,1.5028159935957328,21,1.5028159935957328,1.1031201416397247,1.0345330344900212,0.9412037180151107,0.987868376252566
33,13,2016-04,2017-03,2017-04,2014-08,2015-07,2015-08,100.1,100.5,-0.4000000000000057,1.643778661328709,20,1.643778661328709,1.620120547221388,1.1315712194847665,1.3823185935222106,1.2569449065034886
33,14,2016-04,2017-03,2017-04,2014-09,2015-08,2015-09,100.1,100.1,0.0,1.2420988786651292,19,1.2420988786651292,2.2065268762496584,0.8550563259627912,1.8826519627675509,1.3688541443651712
33,15,2016-04,2017-03,2017-04,2014-10,2015-09,2015-10,100.1,99.7,0.3999999999999915,1.4314150983832803,18,1.4314150983832803,1.3201607246509082,0.985380919324741,1.1263869958642883,1.0558839575945147
33,16,2016-04,2017-03,2017-04,2014-11,2015-10,2015-11,100.1,100.0,0.09999999999999432,1.250434517737222,17,1.250434517737222,0.6697321255599571,0.8607945494182342,0.5714285714285019,0.7161115604233681
33,17,2016-04,2017-03,2017-04,2014-12,2015-11,2015-12,100.1,100.5,-0.4000000000000057,1.5481659508053536,16,1.5481659508053536,1.1031201416397247,1.0657517791972875,0.9412037180151107,1.003477748606199
33,18,2016-04,2017-03,2017-04,2015-01,2015-12,2016-01,100.1,100.5,-0.4000000000000057,1.7704372848188643,15,1.7704372848188643,1.8085444743184875,1.2187625527298185,1.5430855798662226,1.3809240662980207
33,19,2016-04,2017-03,2017-04,2015-02,2016-01,2016-02,100.1,101.6,-1.5,1.5063334519591602,14,1.5063334519591602,2.0688283243428494,1.0369544399647541,1.7651648603859926,1.4010596501753734
33,20,2016-04,2017-03,2017-04,2015-03,2016-02,2016-03,100.1,99.6,0.5,1.3272284857823649,13,1.3272284857823649,3.7180590020240074,0.9136592362001362,3.1723207875642765,2.0429900118822064
33,21,2016-04,2017-03,2017-04,2015-04,2016-03,2016-04,100.1,99.8,0.29999999999999716,1.2447072752998964,12,1.2447072752998964,2.5160847456970004,0.8568519366677737,2.1467728020730403,1.501812369370407
34,0,2016-05,2017-04,2017-05,2013-07,2014-06,2014-07,99.9,100.1,-0.19999999999998863,1.5963746129541216,34,1.5963746129541216,2.0320339243688577,1.098938445930943,1.733771157424338,1.4163548016776404
34,1,2016-05,2017-04,2017-05,2013-08,2014-07,2014-08,99.9,100.2,-0.29999999999999716,1.6666576710235228,33,1.6666576710235228,2.0091963766798715,1.1473210460946563,1.714285714285506,1.4308033801900812
34,2,2016-05,2017-04,2017-05,2013-09,2014-08,2014-09,99.9,100.5,-0.5999999999999943,1.3997051973076087,32,1.3997051973076087,1.514533712885224,0.9635519393810942,1.2922298377290997,1.127890888555097
34,3,2016-05,2017-04,2017-05,2013-10,2014-09,2014-10,99.9,100.0,-0.09999999999999432,1.3339688382537322,31,1.3339688382537322,1.1740462848222226,0.9182992701932877,1.0017192930173133,0.9600092816053005
34,4,2016-05,2017-04,2017-05,2013-11,2014-10,2014-11,99.9,99.8,0.10000000000000853,1.533273267355869,30,1.533273267355869,0.8508339717250265,1.0554997103702644,0.725948214861532,0.8907239626158983
34,5,2016-05,2017-04,2017-05,2013-12,2014-11,2014-12,99.9,100.3,-0.3999999999999915,1.59023008489406,29,1.59023008489406,0.8100602736108121,1.0947085752837222,0.6911592967612061,0.8929339360224642
34,6,2016-05,2017-04,2017-05,2014-01,2014-12,2015-01,99.9,100.3,-0.3999999999999915,1.4592840058365386,28,1.4592840058365386,0.7354134277595593,1.0045657733044737,0.6274691453431878,0.8160174593238307
34,7,2016-05,2017-04,2017-05,2014-02,2015-01,2015-02,99.9,101.2,-1.2999999999999972,1.566151795999807,27,1.566151795999807,0.5870231424115999,1.0781331692584655,0.5008596465090736,0.7894964078837695
