alpha,mae,rmse
0.0,4.4365431232614165,19.99483050709508
1e-06,3.8023758214978836,16.95270146891981
0.0001,1.1274297422800423,1.890531879801375
0.01,0.6764854243617069,0.9928115053380109
0.1,0.46921807929538867,0.5775892746857645
1.0,0.39666749302713433,0.4909987382070565
10.0,0.3856945591723436,0.48028493628881
100.0,0.41914069575951046,0.512632764683393
