sample_i_id,sample_j_id,x_i_start_date,x_i_end_date,target_i_date,x_j_start_date,x_j_end_date,target_j_date,cpi_i,cpi_j,delta_cpi,window_distance,shape_distance,level_distance,shape_distance_normalized,level_distance_normalized,hybrid_distance
199,169,2016-08,2017-07,2017-08,2014-02,2015-01,2015-02,101.8,101.4,0.4,0.959625,0.959625,1.1507848223353032,0.6481776052231109,0.9504812838149748,0.7993294445190429
199,170,2016-08,2017-07,2017-08,2014-03,2015-02,2015-03,101.8,101.4,0.4,0.976008,0.976008,0.4529215791990126,0.6592434837760563,0.3740868629036808,0.5166651733398686
199,171,2016-08,2017-07,2017-08,2014-04,2015-03,2015-04,101.8,101.5,0.3,0.977141,0.977141,0.2372446367233186,0.6600087673261075,0.19595026152099737,0.4279795144235524
199,172,2016-08,2017-07,2017-08,2014-05,2015-04,2015-05,101.8,101.2,0.6,1.104589,1.104589,0.23903400895228258,0.7460933726984925,0.19742817883481556,0.47176077576665404
199,173,2016-08,2017-07,2017-08,2014-06,2015-05,2015-06,101.8,101.4,0.4,1.161465,1.161465,0.3479882386260141,0.784510201641746,0.28741803105341396,0.53596411634758
199,174,2016-08,2017-07,2017-08,2014-07,2015-06,2015-07,101.8,101.6,0.2,1.175206,1.175206,0.30194771946597165,0.7937915443259932,0.24939124193575685,0.521591393130875
199,175,2016-08,2017-07,2017-08,2014-08,2015-07,2015-08,101.8,102.0,-0.2,1.639563,1.639563,0.5608962785107371,1.1074409471954352,0.46326768005512664,0.785354313625281
199,176,2016-08,2017-07,2017-08,2014-09,2015-08,2015-09,101.8,101.6,0.2,1.562412,1.562412,1.091026150920357,1.055329392764727,0.9011240993760182,0.9782267460703726
199,177,2016-08,2017-07,2017-08,2014-10,2015-09,2015-10,101.8,101.3,0.5,1.610608,1.610608,0.5608962785107667,1.0878833256669889,0.4632676800551511,0.77557550286107
199,178,2016-08,2017-07,2017-08,2014-11,2015-10,2015-11,101.8,101.5,0.3,1.48253,1.48253,0.5434169303914302,1.001373187517435,0.44883075586371,0.7251019716905724
199,179,2016-08,2017-07,2017-08,2014-12,2015-11,2015-12,101.8,101.6,0.2,1.701689,1.701689,0.5229141275426157,1.1494038826150947,0.43189663404065687,0.7906502583278758
199,180,2016-08,2017-07,2017-08,2015-01,2015-12,2016-01,101.8,101.8,0.0,1.629272,1.629272,0.5784520282261513,1.1004899030528263,0.4777677075181056,0.7891288052854659
199,181,2016-08,2017-07,2017-08,2015-02,2016-01,2016-02,101.8,102.3,-0.5,1.722697,1.722697,0.7105283499164596,1.163593712111541,0.5868550619611472,0.8752243870363441
199,182,2016-08,2017-07,2017-08,2015-03,2016-02,2016-03,101.8,102.3,-0.5,1.359916,1.359916,1.4902639784160379,0.9185537018987542,1.2308713079423743,1.0747125049205644
199,183,2016-08,2017-07,2017-08,2015-04,2016-03,2016-04,101.8,102.3,-0.5,1.392086,1.392086,1.4944718773244374,0.9402828914884663,1.234346787527257,1.0873148395078616
199,184,2016-08,2017-07,2017-08,2015-05,2016-04,2016-05,101.8,102.0,-0.2,1.486838,1.486838,1.5191684112496189,1.0042830211746463,1.2547446871305479,1.129513854152597
199,185,2016-08,2017-07,2017-08,2015-06,2016-05,2016-06,101.8,101.9,-0.1,1.619281,1.619281,1.1001546144537178,1.093741493566012,0.908663678948192,1.001202586257102
199,186,2016-08,2017-07,2017-08,2015-07,2016-06,2016-07,101.8,101.8,0.0,1.811168,1.811168,1.011569247196507,1.2233513475542335,0.8354973215513426,1.029424334552788
199,187,2016-08,2017-07,2017-08,2015-08,2016-07,2016-08,101.8,101.3,0.5,1.917833,1.917833,0.9105332747018023,1.2953980994220184,0.7520474888941994,1.0237227941581089
200,162,2016-09,2017-08,2017-09,2013-07,2014-06,2014-07,101.6,102.3,-0.7,0.876005,0.876005,2.4312066076466943,0.5916965721646177,2.0080351537536867,1.2998658629591522
200,163,2016-09,2017-08,2017-09,2013-08,2014-07,2014-08,101.6,102.0,-0.4,0.886886,0.886886,2.350265501387969,0.5990461311302894,1.9411825110206375,1.2701143210754635
200,164,2016-09,2017-08,2017-09,2013-09,2014-08,2014-09,101.6,101.6,0.0,0.881554,0.881554,2.096766875154937,0.5954446378479659,1.7318074001998758,1.163626019023921
200,165,2016-09,2017-08,2017-09,2013-10,2014-09,2014-10,101.6,101.6,0.0,1.230299,1.230299,1.7780374288540757,0.831004047964974,1.4685554286497944,1.1497797383073842
200,166,2016-09,2017-08,2017-09,2013-11,2014-10,2014-11,101.6,101.4,0.2,1.181573,1.181573,1.4404133579913663,0.7980921271708082,1.189697596940467,0.9938948620556376
200,167,2016-09,2017-08,2017-09,2013-12,2014-11,2014-12,101.6,101.5,0.1,1.520553,1.520553,1.2468876946957321,1.0270557792417006,1.0298566628837407,1.0284562210627206
200,168,2016-09,2017-08,2017-09,2014-01,2014-12,2015-01,101.6,100.8,0.8,1.280054,1.280054,0.976635373691399,0.8646110056285153,0.8066439753016209,0.8356274904650681
200,169,2016-09,2017-08,2017-09,2014-02,2015-01,2015-02,101.6,101.4,0.2,1.268526,1.268526,1.7209901304753799,0.8568244312551799,1.4214376805280173,1.1391310558915986
200,170,2016-09,2017-08,2017-09,2014-03,2015-02,2015-03,101.6,101.4,0.2,0.968065,0.968065,0.7462902014448244,0.6538783935394668,0.6163922698670546,0.6351353317032606
200,171,2016-09,2017-08,2017-09,2014-04,2015-03,2015-04,101.6,101.5,0.1,0.874933,0.874933,0.674249708222466,0.5909724909945782,0.5568910154573052,0.5739317532259417
200,172,2016-09,2017-08,2017-09,2014-05,2015-04,2015-05,101.6,101.2,0.4,0.972022,0.972022,0.5004862787214113,0.6565511446493982,0.4133725362883706,0.5349618404688844
200,173,2016-09,2017-08,2017-09,2014-06,2015-05,2015-06,101.6,101.4,0.2,0.964987,0.964987,1.0157345364826753,0.6517993619710138,0.8389376080682814,0.7453684850196476
200,174,2016-09,2017-08,2017-09,2014-07,2015-06,2015-07,101.6,101.6,0.0,1.007762,1.007762,0.7783260470162832,0.6806916866430666,0.6428520137182699,0.6617718501806682
200,175,2016-09,2017-08,2017-09,2014-08,2015-07,2015-08,101.6,102.0,-0.4,0.897945,0.897945,0.6510902491276033,0.6065159199917325,0.5377626502010838,0.5721392850964082
200,176,2016-09,2017-08,2017-09,2014-09,2015-08,2015-09,101.6,101.6,0.0,1.539495,1.539495,0.6510902491276033,1.0398501314085744,0.5377626502010838,0.7888063908048291
200,177,2016-09,2017-08,2017-09,2014-10,2015-09,2015-10,101.6,101.3,0.3,1.535613,1.535613,0.6510902491276349,1.0372280389625916,0.53776265020111,0.7874953445818509
200,178,2016-09,2017-08,2017-09,2014-11,2015-10,2015-11,101.6,101.5,0.1,1.601084,1.601084,1.0370009019336754,1.0814503507943616,0.8565023881589033,0.9689763694766325
200,179,2016-09,2017-08,2017-09,2014-12,2015-11,2015-12,101.6,101.6,0.0,1.483014,1.483014,0.7816583188547587,1.001700104762117,0.6456042763077499,0.8236521905349334
200,180,2016-09,2017-08,2017-09,2015-01,2015-12,2016-01,101.6,101.8,-0.2,1.685905,1.685905,0.6697553886101771,1.138742597924886,0.5531789690416301,0.8459607834832581
200,181,2016-09,2017-08,2017-09,2015-02,2016-01,2016-02,101.6,102.3,-0.7,1.776299,1.776299,0.36665080220873497,1.1997991215112223,0.3028322223506074,0.7513156719309149
200,182,2016-09,2017-08,2017-09,2015-03,2016-02,2016-03,101.6,102.3,-0.7,1.622724,1.622724,0.8449481211852472,1.0960670639656818,0.6978779693595958,0.8969725166626388
200,183,2016-09,2017-08,2017-09,2015-04,2016-03,2016-04,101.6,102.3,-0.7,1.360381,1.360381,0.8274248637064335,0.9188677856152361,0.6834047785928946,0.8011362821040653
200,184,2016-09,2017-08,2017-09,2015-05,2016-04,2016-05,101.6,102.0,-0.4,1.388027,1.388027,0.8496147008451154,0.9375412445955649,0.7017322925484742,0.8196367685720196
200,185,2016-09,2017-08,2017-09,2015-06,2016-05,2016-06,101.6,101.9,-0.3,1.544466,1.544466,0.49386181174835814,1.0432077876550914,0.4079011121342355,0.7255544498946634
200,186,2016-09,2017-08,2017-09,2015-07,2016-06,2016-07,101.6,101.8,-0.2,1.67635,1.67635,0.5025004877625798,1.1322886841378268,0.4150361557228332,0.77366241993033
200,187,2016-09,2017-08,2017-09,2015-08,2016-07,2016-08,101.6,101.3,0.3,1.852709,1.852709,0.5176246619416657,1.2514101683421175,0.4275278433184403,0.839469005830279
200,188,2016-09,2017-08,2017-09,2015-09,2016-08,2016-09,101.6,101.9,-0.3,1.888839,1.888839,0.9047649144417219,1.275814135388319,0.7472831590567738,1.0115486472225463
201,162,2016-10,2017-09,2017-10,2013-07,2014-06,2014-07,101.9,102.3,-0.4,1.135212,1.135212,2.620610109268439,0.766777642913157,2.1644714221910486,1.465624532552103
201,163,2016-10,2017-09,2017-10,2013-08,2014-07,2014-08,101.9,102.0,-0.1,0.887535,0.887535,2.543504616136102,0.5994844974356585,2.100786772655189,1.3501356350454237
201,164,2016-10,2017-09,2017-10,2013-09,2014-08,2014-09,101.9,101.6,0.3,0.917834,0.917834,2.235386575817083,0.6199499222220647,1.8462992048276348,1.2331245635248498
201,165,2016-10,2017-09,2017-10,2013-10,2014-09,2014-10,101.9,101.6,0.3,0.95067,0.95067,1.81168631679594,0.6421289607476408,1.496347451614632,1.0692382061811365
201,166,2016-10,2017-09,2017-10,2013-11,2014-10,2014-11,101.9,101.4,0.5,1.270873,1.270873,1.4666032088347931,0.8584097097123465,1.2113288894023084,1.0348692995573274
201,167,2016-10,2017-09,2017-10,2013-12,2014-11,2014-12,101.9,101.5,0.4,1.226477,1.226477,1.1693049281547125,0.8284224824501503,0.9657778132911797,0.897100147870665
201,168,2016-10,2017-09,2017-10,2014-01,2014-12,2015-01,101.9,100.8,1.1,1.542963,1.542963,0.9208249004030488,1.0421925880295604,0.7605477727172109,0.9013701803733856
201,169,2016-10,2017-09,2017-10,2014-02,2015-01,2015-02,101.9,101.4,0.5,1.326129,1.326129,1.4290539704513574,0.895732311514309,1.1803154039858632,1.038023857750086
201,170,2016-10,2017-09,2017-10,2014-03,2015-02,2015-03,101.9,101.4,0.5,1.276431,1.276431,0.5266795994100417,0.8621638544353688,0.43500669464039377,0.6485852745378813
201,171,2016-10,2017-09,2017-10,2014-04,2015-03,2015-04,101.9,101.5,0.4,0.983362,0.983362,0.38359494077845135,0.6642107346384356,0.3168270946050056,0.4905189146217206
201,172,2016-10,2017-09,2017-10,2014-05,2015-04,2015-05,101.9,101.2,0.7,0.87792,0.87792,0.2100300579712903,0.5929900567174402,0.17347260344916127,0.38323133008330074
201,173,2016-10,2017-09,2017-10,2014-06,2015-05,2015-06,101.9,101.4,0.5,0.974081,0.974081,0.6787192495392345,0.6579418938370021,0.5605825964430582,0.6092622451400301
201,174,2016-10,2017-09,2017-10,2014-07,2015-06,2015-07,101.9,101.6,0.3,0.951045,0.951045,0.4780680179045386,0.6423822540673841,0.3948563576696092,0.5186193058684967
201,175,2016-10,2017-09,2017-10,2014-08,2015-07,2015-08,101.9,102.0,-0.1,0.966457,0.966457,0.49605696769407787,0.6527922717844076,0.40971418318015673,0.5312532274822821
201,176,2016-10,2017-09,2017-10,2014-09,2015-08,2015-09,101.9,101.6,0.3,0.997128,0.997128,0.827006184118539,0.6735089635439991,0.6830589736218127,0.6782839685829058
201,177,2016-10,2017-09,2017-10,2014-10,2015-09,2015-10,101.9,101.3,0.6,1.558072,1.558072,0.4960569676941146,1.052397944744231,0.4097141831801871,0.7310560639622091
201,178,2016-10,2017-09,2017-10,2014-11,2015-10,2015-11,101.9,101.5,0.4,1.549911,1.549911,0.7488336667364031,1.0468856066577643,0.6184930241599143,0.8326893154088393
201,179,2016-10,2017-09,2017-10,2014-12,2015-11,2015-12,101.9,101.6,0.3,1.60099,1.60099,0.5639991724804693,1.0813868586022126,0.4658304898755654,0.773608674238889
201,180,2016-10,2017-09,2017-10,2015-01,2015-12,2016-01,101.9,101.8,0.1,1.492435,1.492435,0.5176246619416657,1.0080635084029215,0.4275278433184403,0.7177956758606809
201,181,2016-10,2017-09,2017-10,2015-02,2016-01,2016-02,101.9,102.3,-0.4,1.695362,1.695362,0.4479275651640753,1.145130317724386,0.3699620979787449,0.7575462078515653
201,182,2016-10,2017-09,2017-10,2015-03,2016-02,2016-03,101.9,102.3,-0.4,1.68114,1.68114,1.1630115844573712,1.1355240841420147,0.9605798776903268,1.0480519809161708
201,183,2016-10,2017-09,2017-10,2015-04,2016-03,2016-04,101.9,102.3,-0.4,1.589069,1.589069,1.1612103412670993,1.0733348328297863,0.959092155653397,1.0162134942415917
201,184,2016-10,2017-09,2017-10,2015-05,2016-04,2016-05,101.9,102.0,-0.1,1.359017,1.359017,1.1865709554703066,0.917946473380223,0.9800385469146968,0.9489925101474599
201,185,2016-10,2017-09,2017-10,2015-06,2016-05,2016-06,101.9,101.9,0.0,1.341109,1.341109,0.7898942254727211,0.9058505353269882,0.6524066558175313,0.7791285955722598
201,186,2016-10,2017-09,2017-10,2015-07,2016-06,2016-07,101.9,101.8,0.1,1.521192,1.521192,0.7328222316803854,1.0274873910585434,0.6052685107214414,0.8163779508899924
201,187,2016-10,2017-09,2017-10,2015-08,2016-07,2016-08,101.9,101.3,0.6,1.66447,1.66447,0.6697553886101771,1.1242643517683588,0.5531789690416301,0.8387216604049945
201,188,2016-10,2017-09,2017-10,2015-09,2016-08,2016-09,101.9,101.9,0.0,1.822094,1.822094,0.6575455880277181,1.2307313017182744,0.543094384410778,0.8869128430645261
201,189,2016-10,2017-09,2017-10,2015-10,2016-09,2016-10,101.9,102.1,-0.2,1.886327,1.886327,0.7016926260621089,1.2741174078704651,0.5795572683254305,0.9268373380979478
202,162,2016-11,2017-10,2017-11,2013-07,2014-06,2014-07,101.7,102.3,-0.6,1.506827,1.506827,2.4837813993864253,1.017784568290243,2.051458871706168,1.5346217199982055
202,163,2016-11,2017-10,2017-11,2013-08,2014-07,2014-08,101.7,102.0,-0.3,1.180007,1.180007,2.4007385906177308,0.7970343742675602,1.9828703450258323,1.3899523596466963
202,164,2016-11,2017-10,2017-11,2013-09,2014-08,2014-09,101.7,101.6,0.1,0.984057,0.984057,2.18460963872703,0.6646801715910265,1.804360410174777,1.2345202908829018
202,165,2016-11,2017-10,2017-11,2013-10,2014-09,2014-10,101.7,101.6,0.1,1.123911,1.123911,1.920068640619598,0.7591443954293728,1.5858649428878573,1.1725046691586152
202,166,2016-11,2017-10,2017-11,2013-11,2014-10,2014-11,101.7,101.4,0.3,1.128366,1.128366,1.589216995422482,0.7621535200679231,1.3126007406010245,1.0373771303344739
202,167,2016-11,2017-10,2017-11,2013-12,2014-11,2014-12,101.7,101.5,0.2,1.451467,1.451467,1.4284919140693038,0.9803917198076052,1.1798511781278034,1.0801214489677042
202,168,2016-11,2017-10,2017-11,2014-01,2014-12,2015-01,101.7,100.8,0.9,1.345251,1.345251,1.1569040564523294,0.9086482444746595,0.9555354150362334,0.9320918297554465
202,169,2016-11,2017-10,2017-11,2014-02,2015-01,2015-02,101.7,101.4,0.3,1.647318,1.647318,1.9106210043094531,1.1126790530477266,1.5780617451789576,1.345370399113342
202,170,2016-11,2017-10,2017-11,2014-03,2015-02,2015-03,101.7,101.4,0.3,1.375333,1.375333,0.9430295311116094,0.9289670968600409,0.7788875053004762,0.8539273010802586
202,171,2016-11,2017-10,2017-11,2014-04,2015-03,2015-04,101.7,101.5,0.2,1.371935,1.371935,0.8604950652377001,0.9266719216587402,0.7107188402640171,0.8186953809613786
202,172,2016-11,2017-10,2017-11,2014-05,2015-04,2015-05,101.7,101.2,0.5,1.009529,1.009529,0.6838401137857357,0.6818852047656969,0.5648121322596494,0.6233486685126732
202,173,2016-11,2017-10,2017-11,2014-06,2015-05,2015-06,101.7,101.4,0.3,0.999069,0.999069,1.163011584457378,0.6748200097669904,0.9605798776903325,0.8176999437286614
202,174,2016-11,2017-10,2017-11,2014-07,2015-06,2015-07,101.7,101.6,0.1,1.053207,1.053207,0.880533454750673,0.7113874597516915,0.7272693837020374,0.7193284217268645
202,175,2016-11,2017-10,2017-11,2014-08,2015-07,2015-08,101.7,102.0,-0.3,0.97236,0.97236,0.671891347746134,0.6567794463615935,0.5549431469681348,0.6058612966648642
202,176,2016-11,2017-10,2017-11,2014-09,2015-08,2015-09,101.7,101.6,0.1,1.021837,1.021837,0.4821873354722926,0.6901986292440986,0.39825867422284195,0.5442286517334702
202,177,2016-11,2017-10,2017-11,2014-10,2015-09,2015-10,101.7,101.3,0.4,1.003569,1.003569,0.6718913477461588,0.67785952960391,0.5549431469681553,0.6164013382860327
202,178,2016-11,2017-10,2017-11,2014-11,2015-10,2015-11,101.7,101.5,0.2,1.605956,1.605956,1.1194353021672596,1.0847411376044667,0.924588404800601,1.0046647712025338
202,179,2016-11,2017-10,2017-11,2014-12,2015-11,2015-12,101.7,101.6,0.1,1.539713,1.539713,0.827006184118561,1.0399973792584518,0.6830589736218309,0.8615281764401413
202,180,2016-11,2017-10,2017-11,2015-01,2015-12,2016-01,101.7,101.8,-0.1,1.597512,1.597512,0.686614955333679,1.0790376474927001,0.5671039898734126,0.8230708186830564
202,181,2016-11,2017-10,2017-11,2015-02,2016-01,2016-02,101.7,102.3,-0.6,1.289112,1.289112,0.3071652523453097,0.8707292213358082,0.2537006204166412,0.5622149208762247
202,182,2016-11,2017-10,2017-11,2015-03,2016-02,2016-03,101.7,102.3,-0.6,1.525495,1.525495,0.664870816240899,1.030393847471491,0.5491445965626665,0.7897692220170788
202,183,2016-11,2017-10,2017-11,2015-04,2016-03,2016-04,101.7,102.3,-0.6,1.564001,1.564001,0.6742497082224589,1.0564026809915859,0.5568910154572994,0.8066468482244427
202,184,2016-11,2017-10,2017-11,2015-05,2016-04,2016-05,101.7,102.0,-0.3,1.504872,1.504872,0.7273507672802257,1.0164640657833146,0.6007493995840021,0.8086067326836583
202,185,2016-11,2017-10,2017-11,2015-06,2016-05,2016-06,101.7,101.9,-0.2,1.230862,1.230862,0.5025004877625373,0.8313843256690152,0.4150361557227981,0.6232102406959067
202,186,2016-11,2017-10,2017-11,2015-07,2016-06,2016-07,101.7,101.8,-0.1,1.247376,1.247376,0.582327744684429,0.8425386880216577,0.4809688237332909,0.6617537558774743
202,187,2016-11,2017-10,2017-11,2015-08,2016-07,2016-08,101.7,101.3,0.4,1.489941,1.489941,0.6469704788879772,1.0063789389644153,0.5343599597672317,0.7703694493658235
202,188,2016-11,2017-10,2017-11,2015-09,2016-08,2016-09,101.7,101.9,-0.2,1.709678,1.709678,1.1001546144537548,1.154800043498906,0.9086636789482226,1.0317318612235644
202,189,2016-11,2017-10,2017-11,2015-10,2016-09,2016-10,101.7,102.1,-0.4,1.80335,1.80335,0.5391923561892534,1.2180706884242252,0.4453415034567238,0.8317060959404745
202,190,2016-11,2017-10,2017-11,2015-11,2016-10,2016-11,101.7,102.3,-0.6,1.849484,1.849484,0.7848769567446259,1.249231845792325,0.648262683869546,0.9487472648309355
203,162,2016-12,2017-11,2017-12,2013-07,2014-06,2014-07,101.8,102.3,-0.5,1.679689,1.679689,2.7116138639098057,1.1345440078568212,2.239635226809169,1.6870896173329952
203,163,2016-12,2017-11,2017-12,2013-08,2014-07,2014-08,101.8,102.0,-0.2,1.555348,1.555348,2.63152000687883,1.0505580220696158,2.17348236262557,1.6120201923475928
203,164,2016-12,2017-11,2017-12,2013-09,2014-08,2014-09,101.8,101.6,0.2,1.216636,1.216636,2.3605039913926804,0.8217753902912334,1.949638907850982,1.3857071490711077
203,165,2016-12,2017-11,2017-12,2013-10,2014-09,2014-10,101.8,101.6,0.2,1.175393,1.175393,1.9911119789584566,0.7939178532614385,1.644542605401506,1.2192302293314723
203,166,2016-12,2017-11,2017-12,2013-11,2014-10,2014-11,101.8,101.4,0.4,1.32776,1.32776,1.6474714635011578,0.8968339685929793,1.360715540633767,1.128774754613373
203,167,2016-12,2017-11,2017-12,2013-12,2014-11,2014-12,101.8,101.5,0.3,1.344465,1.344465,1.3859637776060696,0.9081173416764776,1.144725412685569,1.0264213771810233
203,168,2016-12,2017-11,2017-12,2014-01,2014-12,2015-01,101.8,100.8,1.0,1.571176,1.571176,1.127998344961051,1.061249026509341,0.9316609797512236,0.9964550031302823
203,169,2016-12,2017-11,2017-12,2014-02,2015-01,2015-02,101.8,101.4,0.4,1.49129,1.49129,1.6502319216806214,1.0072901194666386,1.362995518422325,1.185142818944482
203,170,2016-12,2017-11,2017-12,2014-03,2015-02,2015-03,101.8,101.4,0.4,1.696918,1.696918,0.7651180487357834,1.1461813161391072,0.6319429758872013,0.8890621460131543
203,171,2016-12,2017-11,2017-12,2014-04,2015-03,2015-04,101.8,101.5,0.3,1.500991,1.500991,0.6170355233147503,1.0138426487861847,0.5096354287758986,0.7617390387810417
203,172,2016-12,2017-11,2017-12,2014-05,2015-04,2015-05,101.8,101.2,0.6,1.392857,1.392857,0.4479275651640753,0.9408036625538586,0.3699620979787449,0.6553828802663018
203,173,2016-12,2017-11,2017-12,2014-06,2015-05,2015-06,101.8,101.4,0.4,1.166302,1.166302,0.8274248637064335,0.7877773477420082,0.6834047785928946,0.7355910631674514
203,174,2016-12,2017-11,2017-12,2014-07,2015-06,2015-07,101.8,101.6,0.2,1.130178,1.130178,0.5254242230065375,0.7633774333889227,0.43396982679810475,0.5986736300935137
203,175,2016-12,2017-11,2017-12,2014-08,2015-07,2015-08,101.8,102.0,-0.2,1.211951,1.211951,0.3633578023051636,0.8186109124165737,0.3001123960936035,0.5593616542550885
203,176,2016-12,2017-11,2017-12,2014-09,2015-08,2015-09,101.8,101.6,0.2,1.137545,1.137545,0.5924206691045261,0.7683534650863866,0.48930499186313625,0.6288292284747614
203,177,2016-12,2017-11,2017-12,2014-10,2015-09,2015-10,101.8,101.3,0.5,1.038677,1.038677,0.3633578023051964,0.7015731879227044,0.3001123960936306,0.5008427920081675
203,178,2016-12,2017-11,2017-12,2014-11,2015-10,2015-11,101.8,101.5,0.3,1.041625,1.041625,0.767189881556869,0.7035644111403131,0.6336541892099833,0.6686093001751482
203,179,2016-12,2017-11,2017-12,2014-12,2015-11,2015-12,101.8,101.6,0.2,1.610225,1.610225,0.49386181174838556,1.0876246287564244,0.40790111213425817,0.7477628704453413
203,180,2016-12,2017-11,2017-12,2015-01,2015-12,2016-01,101.8,101.8,0.0,1.560651,1.560651,0.38268658323216354,1.0541399273352126,0.31607684414114684,0.6851083857381797
203,181,2016-12,2017-11,2017-12,2015-02,2016-01,2016-02,101.8,102.3,-0.5,1.378486,1.378486,0.2100300579712903,0.9310967870924427,0.17347260344916127,0.552284695270802
203,182,2016-12,2017-11,2017-12,2015-03,2016-02,2016-03,101.8,102.3,-0.5,1.228017,1.228017,0.9946791412331956,0.8294626736832293,0.8215470770849608,0.825504875384095
203,183,2016-12,2017-11,2017-12,2015-04,2016-03,2016-04,101.8,102.3,-0.5,1.435434,1.435434,1.0257601706785808,0.9695622483530869,0.8472181983894553,0.9083902233712711
203,184,2016-12,2017-11,2017-12,2015-05,2016-04,2016-05,101.8,102.0,-0.2,1.498538,1.498538,1.0822505620930167,1.0121857727506371,0.8938759737725573,0.9530308732615973
203,185,2016-12,2017-11,2017-12,2015-06,2016-05,2016-06,101.8,101.9,-0.1,1.368343,1.368343,0.7816583188547302,0.9242457093800258,0.6456042763077263,0.7849249928438761
203,186,2016-12,2017-11,2017-12,2015-07,2016-06,2016-07,101.8,101.8,0.0,1.045418,1.045418,0.7848769567446692,0.7061263886384099,0.6482626838695819,0.677194536253996
203,187,2016-12,2017-11,2017-12,2015-08,2016-07,2016-08,101.8,101.3,0.5,1.141699,1.141699,0.7727834933878212,0.7711592796202897,0.638274187015878,0.7047167333180839
203,188,2016-12,2017-11,2017-12,2015-09,2016-08,2016-09,101.8,101.9,-0.1,1.546171,1.546171,0.8958551303281752,1.0443594279488577,0.7399241959575102,0.892141811953184
203,189,2016-12,2017-11,2017-12,2015-10,2016-09,2016-10,101.8,102.1,-0.3,1.688371,1.688371,0.745983016917054,1.140408254795518,0.6161385533262589,0.8782734040608885
203,190,2016-12,2017-11,2017-12,2015-11,2016-10,2016-11,101.8,102.3,-0.5,1.739205,1.739205,1.0702258360952186,1.1747440217710674,0.88394424997669,1.0293441358738786
203,191,2016-12,2017-11,2017-12,2015-12,2016-11,2016-12,101.8,102.1,-0.3,1.783365,1.783365,1.4187144009098682,1.2045718431040389,1.1717755213412993,1.188173682222669
204,162,2017-01,2017-12,2018-01,2013-07,2014-06,2014-07,101.5,102.3,-0.8,1.709851,1.709851,2.717084651957095,1.1549168961504144,2.2441537793185034,1.6995353377344589
204,163,2017-01,2017-12,2018-01,2013-08,2014-07,2014-08,101.5,102.0,-0.5,1.729987,1.729987,2.6350394371076744,1.1685177342473507,2.176389207152265,1.672453470699808
204,164,2017-01,2017-12,2018-01,2013-09,2014-08,2014-09,101.5,101.6,-0.1,1.603792,1.603792,2.3954056950209837,1.0832794662873346,1.9784656836548549,1.5308725749710947
204,165,2017-01,2017-12,2018-01,2013-10,2014-09,2014-10,101.5,101.6,-0.1,1.400428,1.400428,2.075472170527023,0.9459174858172628,1.7142192135985557,1.330068349707909
204,166,2017-01,2017-12,2018-01,2013-11,2014-10,2014-11,101.5,101.4,0.1,1.382026,1.382026,1.735673978359958,0.9334878760308194,1.433565684232789,1.1835267801318041
204,167,2017-01,2017-12,2018-01,2013-12,2014-11,2014-12,101.5,101.5,0.0,1.540722,1.540722,1.51132667729693,1.0406789071507743,1.2482678713001463,1.1444733892254604
204,168,2017-01,2017-12,2018-01,2014-01,2014-12,2015-01,101.5,100.8,0.7,1.473502,1.473502,1.2461740382575806,0.9952752352757217,1.0292672242029621,1.012271229739342
204,169,2017-01,2017-12,2018-01,2014-02,2015-01,2015-02,101.5,101.4,0.1,1.691193,1.691193,1.827435734175332,1.1423143714576929,1.5093555537024963,1.3258349625800947
204,170,2017-01,2017-12,2018-01,2014-03,2015-02,2015-03,101.5,101.4,0.1,1.542708,1.542708,0.9254812829082507,1.0420203485721349,0.7643936736498427,0.9032070111109888
204,171,2017-01,2017-12,2018-01,2014-04,2015-03,2015-04,101.5,101.5,0.0,1.822886,1.822886,0.7898942254727217,1.2312662572095723,0.6524066558175318,0.941836456513552
204,172,2017-01,2017-12,2018-01,2014-05,2015-04,2015-05,101.5,101.2,0.3,1.531309,1.531309,0.6170355233147284,1.0343209071007913,0.5096354287758806,0.771978167938336
204,173,2017-01,2017-12,2018-01,2014-06,2015-05,2015-06,101.5,101.4,0.1,1.56443,1.56443,0.9963145848829583,1.0566924485493723,0.8228978583515046,0.9397951534504385
204,174,2017-01,2017-12,2018-01,2014-07,2015-06,2015-07,101.5,101.6,-0.1,1.298492,1.298492,0.6704445161617358,0.877064931573654,0.5537481482897441,0.715406539931699
204,175,2017-01,2017-12,2018-01,2014-08,2015-07,2015-08,101.5,102.0,-0.5,1.255691,1.255691,0.4200601159425537,0.8481550452314324,0.34694520689830033,0.5975501260648663
204,176,2017-01,2017-12,2018-01,2014-09,2015-08,2015-09,101.5,101.6,-0.1,1.294418,1.294418,0.4200601159425537,0.8743131529479629,0.34694520689830033,0.6106291799231316
204,177,2017-01,2017-12,2018-01,2014-10,2015-09,2015-10,101.5,101.3,0.2,1.150138,1.150138,0.4200601159425764,0.776859392487793,0.3469452068983191,0.561902299693056
204,178,2017-01,2017-12,2018-01,2014-11,2015-10,2015-11,101.5,101.5,0.0,1.09519,1.09519,0.8881604373955809,0.7397448289324464,0.7335688274514393,0.7366568281919428
204,179,2017-01,2017-12,2018-01,2014-12,2015-11,2015-12,101.5,101.6,-0.1,0.998203,0.998203,0.5809237915275118,0.6742350710605965,0.47980924014033494,0.5770221556004658
