sample_i_id,sample_j_id,x_i_start_date,x_i_end_date,target_i_date,x_j_start_date,x_j_end_date,target_j_date,cpi_i,cpi_j,delta_cpi,window_distance,shape_distance,level_distance,shape_distance_normalized,level_distance_normalized,hybrid_distance
192,172,2016-01,2016-12,2017-01,2014-05,2015-04,2015-05,102.5,101.2,1.3,1.197975,1.197975,1.2872058861946838,0.809170839251954,1.06315714241149,0.9361639908317221
192,173,2016-01,2016-12,2017-01,2014-06,2015-05,2015-06,102.5,101.4,1.1,0.991271,0.991271,1.8511065699441853,0.6695528596140351,1.528906286327642,1.0992295729708386
192,174,2016-01,2016-12,2017-01,2014-07,2015-06,2015-07,102.5,101.6,0.9,1.312281,1.312281,1.736537467567884,0.8863786958028285,1.4342788760606446,1.1603287859317366
192,175,2016-01,2016-12,2017-01,2014-08,2015-07,2015-08,102.5,102.0,0.5,1.379125,1.379125,1.6650208341227333,0.9315283989092852,1.3752102993365194,1.1533693491229022
192,176,2016-01,2016-12,2017-01,2014-09,2015-08,2015-09,102.5,101.6,0.9,1.322695,1.322695,1.454473893888812,0.893412820154313,1.2013107812226602,1.0473618006884866
192,177,2016-01,2016-12,2017-01,2014-10,2015-09,2015-10,102.5,101.3,1.2,1.29776,1.29776,1.6650208341227652,0.8765705030135151,1.3752102993365458,1.1258904011750306
192,178,2016-01,2016-12,2017-01,2014-11,2015-10,2015-11,102.5,101.5,1.0,1.43913,1.43913,2.007679627270631,0.9720587073124769,1.6582265186161367,1.3151426129643067
192,179,2016-01,2016-12,2017-01,2014-12,2015-11,2015-12,102.5,101.6,0.9,1.6842,1.6842,1.7888132216273767,1.1375909576311198,1.4774556062942183,1.307523281962669
192,180,2016-01,2016-12,2017-01,2015-01,2015-12,2016-01,102.5,101.8,0.7,1.62289,1.62289,1.6837730582857553,1.0961791884752214,1.390698545054503,1.2434388667648624
193,162,2016-02,2017-01,2017-02,2013-07,2014-06,2014-07,100.8,102.3,-1.5,1.45695,1.45695,1.293940957775984,0.9840952058666785,1.0687199195344879,1.0264075627005833
193,163,2016-02,2017-01,2017-02,2013-08,2014-07,2014-08,100.8,102.0,-1.2,1.104182,1.104182,1.2107390665457023,0.7458184650154644,1.0,0.8729092325077322
193,164,2016-02,2017-01,2017-02,2013-09,2014-08,2014-09,100.8,101.6,-0.8,1.17891,1.17891,1.3251067512639971,0.7962934068762044,1.094461051004649,0.9453772289404268
193,165,2016-02,2017-01,2017-02,2013-10,2014-09,2014-10,100.8,101.6,-0.8,1.19325,1.19325,1.6502319216806056,0.8059793434231882,1.362995518422312,1.0844874309227501
193,166,2016-02,2017-01,2017-02,2013-11,2014-10,2014-11,100.8,101.4,-0.6,1.487458,1.487458,1.5333404863918236,1.0047017994632883,1.2664499963369638,1.135575897900126
193,167,2016-02,2017-01,2017-02,2013-12,2014-11,2014-12,100.8,101.5,-0.7,1.664571,1.664571,1.819844000268782,1.1243325721024764,1.5030852233593863,1.3137088977309315
193,168,2016-02,2017-01,2017-02,2014-01,2014-12,2015-01,100.8,100.8,0.0,1.648971,1.648971,1.6656366226838006,1.113795570001155,1.3757189048470562,1.2447572374241056
193,169,2016-02,2017-01,2017-02,2014-02,2015-01,2015-02,100.8,101.4,-0.6,1.686382,1.686382,2.867650492032773,1.1390647870275996,2.368512399797522,1.753788593412561
193,170,2016-02,2017-01,2017-02,2014-03,2015-02,2015-03,100.8,101.4,-0.6,1.402388,1.402388,1.9462005100912707,0.9472413655684544,1.607448346111335,1.2773448558398948
193,171,2016-02,2017-01,2017-02,2014-04,2015-03,2015-04,100.8,101.5,-0.7,1.39059,1.39059,2.0327121900297236,0.9392724200049037,1.678901958478263,1.3090871892415834
193,172,2016-02,2017-01,2017-02,2014-05,2015-04,2015-05,100.8,101.2,-0.4,1.16324,1.16324,1.9179747038921333,0.7857091233551977,1.584135473024926,1.1849222981900618
193,173,2016-02,2017-01,2017-02,2014-06,2015-05,2015-06,100.8,101.4,-0.6,1.186279,1.186279,2.487927588147132,0.8012707894713735,2.054883382300788,1.428077085886081
193,174,2016-02,2017-01,2017-02,2014-07,2015-06,2015-07,100.8,101.6,-0.8,0.854537,0.854537,2.3236812729583707,0.5771960361959532,1.9192254856266817,1.2482107609113173
193,175,2016-02,2017-01,2017-02,2014-08,2015-07,2015-08,100.8,102.0,-1.2,1.073107,1.073107,2.182646595160574,0.7248288919194028,1.8027390504444292,1.2637839711819159
193,176,2016-02,2017-01,2017-02,2014-09,2015-08,2015-09,100.8,101.6,-0.8,1.063653,1.063653,1.7976130458367396,0.7184431984664609,1.4847237489126517,1.1015834736895562
193,177,2016-02,2017-01,2017-02,2014-10,2015-09,2015-10,100.8,101.3,-0.5,1.247228,1.247228,2.182646595160601,0.8424387215914656,1.8027390504444514,1.3225888860179584
193,178,2016-02,2017-01,2017-02,2014-11,2015-10,2015-11,100.8,101.5,-0.7,1.325344,1.325344,2.588197497370726,0.8952020841649798,2.1377004912833777,1.5164512877241787
193,179,2016-02,2017-01,2017-02,2014-12,2015-11,2015-12,100.8,101.6,-0.8,1.418976,1.418976,2.3288328647721377,0.9584457111361928,1.9234804006253896,1.440963055880791
193,180,2016-02,2017-01,2017-02,2015-01,2015-12,2016-01,100.8,101.8,-1.0,1.608148,1.608148,2.1984666950409886,1.0862217214894727,1.815805532164186,1.4510136268268292
193,181,2016-02,2017-01,2017-02,2015-02,2016-01,2016-02,100.8,102.3,-1.5,1.675731,1.675731,1.818320866415,1.1318705812980372,1.5018272034475257,1.3168488923727815
194,162,2016-03,2017-02,2017-03,2013-07,2014-06,2014-07,100.9,102.3,-1.4,1.399544,1.399544,2.9387696848766667,0.9453203890315212,2.42725271371735,1.6862865513744354
194,163,2016-03,2017-02,2017-03,2013-08,2014-07,2014-08,100.9,102.0,-1.1,1.367828,1.367828,2.8934673479375923,0.9238978532209117,2.3898356201495967,1.656866736685254
194,164,2016-03,2017-02,2017-03,2013-09,2014-08,2014-09,100.9,101.6,-0.7,1.010493,1.010493,2.405627159908393,0.6825363374596505,1.9869080187292254,1.334722178094438
194,165,2016-03,2017-02,2017-03,2013-10,2014-09,2014-10,100.9,101.6,-0.7,0.985253,0.985253,1.680240463770219,0.6654880084187945,1.3877808275932049,1.0266344180059996
194,166,2016-03,2017-02,2017-03,2013-11,2014-10,2014-11,100.9,101.4,-0.5,1.040191,1.040191,1.492580402889636,0.7025958174856147,1.2327845397340986,0.9676901786098566
194,167,2016-03,2017-02,2017-03,2013-12,2014-11,2014-12,100.9,101.5,-0.6,1.239615,1.239615,1.0508484460131093,0.8372965294762502,0.8679396535962379,0.852618091536244
194,168,2016-03,2017-02,2017-03,2014-01,2014-12,2015-01,100.9,100.8,0.1,1.426104,1.426104,1.1652093225548745,0.9632603105578735,0.9623950814433316,0.9628276960006026
194,169,2016-03,2017-02,2017-03,2014-02,2015-01,2015-02,100.9,101.4,-0.5,1.220572,1.220572,0.23724463672324503,0.824433956975259,0.1959502615209366,0.5101921092480978
194,170,2016-03,2017-02,2017-03,2014-03,2015-02,2015-03,100.9,101.4,-0.5,1.486322,1.486322,1.0581270792529114,1.0039344895666793,0.873951381012095,0.9389429352893872
194,171,2016-03,2017-02,2017-03,2014-04,2015-03,2015-04,100.9,101.5,-0.6,1.33652,1.33652,1.1507848223352661,0.9027509005421828,0.9504812838149441,0.9266160921785634
194,172,2016-03,2017-02,2017-03,2014-05,2015-04,2015-05,100.9,101.2,-0.3,1.336285,1.336285,1.3265050702293464,0.9025921700618104,1.0956159810832984,0.9991040755725544
194,173,2016-03,2017-02,2017-03,2014-06,2015-05,2015-06,100.9,101.4,-0.5,1.127537,1.127537,1.1392794226954113,0.7615935729690773,0.9409784933642483,0.8512860331666627
194,174,2016-03,2017-02,2017-03,2014-07,2015-06,2015-07,100.9,101.6,-0.7,1.258559,1.258559,1.497667333472849,0.8500922325408292,1.2369860483198638,1.0435391404303465
194,175,2016-03,2017-02,2017-03,2014-08,2015-07,2015-08,100.9,102.0,-1.1,1.181191,1.181191,1.8359487283881837,0.7978341057090964,1.5163867914382536,1.157110448573675
194,176,2016-03,2017-02,2017-03,2014-09,2015-08,2015-09,100.9,101.6,-0.7,1.597005,1.597005,2.3579739820728456,1.0786951949244072,1.9475492674076014,1.5131222311660042
194,177,2016-03,2017-02,2017-03,2014-10,2015-09,2015-10,100.9,101.3,-0.4,1.312017,1.312017,1.8359487283882092,0.8862003773057291,1.5163867914382747,1.2012935843720018
194,178,2016-03,2017-02,2017-03,2014-11,2015-10,2015-11,100.9,101.5,-0.6,1.240694,1.240694,1.5723430517500845,0.8380253387882582,1.2986638452462396,1.068344592017249
194,179,2016-03,2017-02,2017-03,2014-12,2015-11,2015-12,100.9,101.6,-0.7,1.393195,1.393195,1.7526686492092958,0.941031964266054,1.447602293209011,1.1943171287375325
194,180,2016-03,2017-02,2017-03,2015-01,2015-12,2016-01,100.9,101.8,-0.9,1.515545,1.515545,1.8509625658164668,1.0236731313876353,1.5287873472996567,1.276230239343646
194,181,2016-03,2017-02,2017-03,2015-02,2016-01,2016-02,100.9,102.3,-1.4,1.681854,1.681854,1.9747355636817734,1.1360063546228056,1.631016639543804,1.3835114970833047
194,182,2016-03,2017-02,2017-03,2015-03,2016-02,2016-03,100.9,102.3,-1.4,1.851891,1.851891,2.6342823981681294,1.2508576511806508,2.175763937050339,1.713310794115495
195,162,2016-04,2017-03,2017-04,2013-07,2014-06,2014-07,101.2,102.3,-1.1,1.593473,1.593473,2.9807221302082816,1.0763095095768516,2.46190299179197,1.7691062506844109
195,163,2016-04,2017-03,2017-04,2013-08,2014-07,2014-08,101.2,102.0,-0.8,1.355503,1.355503,2.9271815662180463,0.915572946112015,2.4176816021716703,1.6666272741418426
195,164,2016-04,2017-03,2017-04,2013-09,2014-08,2014-09,101.2,101.6,-0.4,1.251011,1.251011,2.4636016084024255,0.844993944601036,2.0347915388831064,1.4398927417420713
195,165,2016-04,2017-03,2017-04,2013-10,2014-09,2014-10,101.2,101.6,-0.4,0.90309,0.90309,1.7689156968169235,0.6099911043386106,1.4610214089016937,1.035506256620152
195,166,2016-04,2017-03,2017-04,2013-11,2014-10,2014-11,101.2,101.4,-0.2,0.891029,0.891029,1.5248792970246967,0.6018445157268133,1.2594615463885641,0.9306530310576887
195,167,2016-04,2017-03,2017-04,2013-12,2014-11,2014-12,101.2,101.5,-0.3,0.920897,0.920897,1.050150289856398,0.622018822057728,0.8673630172457621,0.744690919651745
195,168,2016-04,2017-03,2017-04,2014-01,2014-12,2015-01,101.2,100.8,0.4,1.154632,1.154632,1.0822505620930314,0.7798948596315968,0.8938759737725694,0.8368854167020832
195,169,2016-04,2017-03,2017-04,2014-02,2015-01,2015-02,101.2,101.4,-0.2,1.203666,1.203666,0.1776320874791347,0.8130148186723782,0.14671376549030316,0.4798642920813407
195,170,2016-04,2017-03,2017-04,2014-03,2015-02,2015-03,101.2,101.4,-0.2,1.158887,1.158887,0.8296705542327398,0.7827688944996174,0.6852595882611028,0.7340142413803601
195,171,2016-04,2017-03,2017-04,2014-04,2015-03,2015-04,101.2,101.5,-0.3,1.460679,1.460679,0.8733725998598283,0.986613954638206,0.7213549343473347,0.8539844444927703
195,172,2016-04,2017-03,2017-04,2014-05,2015-04,2015-05,101.2,101.2,0.0,1.305969,1.305969,1.0508484460130871,0.8821152626449091,0.8679396535962196,0.8750274581205644
195,173,2016-04,2017-03,2017-04,2014-06,2015-05,2015-06,101.2,101.4,-0.2,1.317467,1.317467,0.7984385744932422,0.8898815735526651,0.6594637907994713,0.7746726821760681
195,174,2016-04,2017-03,2017-04,2014-07,2015-06,2015-07,101.2,101.6,-0.4,1.188721,1.188721,1.1644164323860688,0.8029202355695418,0.9617402003126948,0.8823302179411183
195,175,2016-04,2017-03,2017-04,2014-08,2015-07,2015-08,101.2,102.0,-0.8,1.437043,1.437043,1.510935741815444,0.9706490455569988,1.2479449813461605,1.1092970134515796
195,176,2016-04,2017-03,2017-04,2014-09,2015-08,2015-09,101.2,101.6,-0.4,1.544227,1.544227,2.06235957729767,1.0430463553793086,1.7033889747868487,1.3732176650830787
195,177,2016-04,2017-03,2017-04,2014-10,2015-09,2015-10,101.2,101.3,-0.1,1.651621,1.651621,1.5109357418154676,1.1155855094606744,1.2479449813461798,1.181765245403427
195,178,2016-04,2017-03,2017-04,2014-11,2015-10,2015-11,101.2,101.5,-0.3,1.294642,1.294642,1.2286610093811388,0.8744644534909561,1.0148024816664822,0.9446334675787191
195,179,2016-04,2017-03,2017-04,2014-12,2015-11,2015-12,101.2,101.6,-0.4,1.291504,1.291504,1.4187144009098946,0.8723448949913442,1.171775521341321,1.0220602081663326
195,180,2016-04,2017-03,2017-04,2015-01,2015-12,2016-01,101.2,101.8,-0.6,1.472013,1.472013,1.5248792970247445,0.9942694919341276,1.2594615463886034,1.1268655191613655
195,181,2016-04,2017-03,2017-04,2015-02,2016-01,2016-02,101.2,102.3,-1.1,1.542067,1.542067,1.6791529532508667,1.041587385857587,1.3868826072008826,1.214234996529235
195,182,2016-04,2017-03,2017-04,2015-03,2016-02,2016-03,101.2,102.3,-1.1,1.795321,1.795321,2.388089789149827,1.2126475095863078,1.9724231712148879,1.5925353404005977
195,183,2016-04,2017-03,2017-04,2015-04,2016-03,2016-04,101.2,102.3,-1.1,1.890967,1.890967,2.348314467826495,1.2772514905467556,1.9395710708553835,1.6084112807010695
196,162,2016-05,2017-04,2017-05,2013-07,2014-06,2014-07,101.5,102.3,-0.8,1.300572,1.300572,2.789052860582593,0.8784698651871635,2.303595330858446,1.5910325980228048
196,163,2016-05,2017-04,2017-05,2013-08,2014-07,2014-08,101.5,102.0,-0.5,1.578703,1.578703,2.7242556423587487,1.0663331300232286,2.250076600015215,1.6582048650192216
196,164,2016-05,2017-04,2017-05,2013-09,2014-08,2014-09,101.5,101.6,-0.1,1.295435,1.295435,2.3138081129045847,0.8750000844311066,1.9110708300724055,1.393035457251756
196,165,2016-05,2017-04,2017-05,2013-10,2014-09,2014-10,101.5,101.6,-0.1,1.229022,1.229022,1.7078446408623738,0.8301414997801415,1.41058027121809,1.1203608854991156
196,166,2016-05,2017-04,2017-05,2013-11,2014-10,2014-11,101.5,101.4,0.1,0.884643,0.884643,1.39613366559094,0.5975310993537981,1.1531251482403864,0.8753281237970922
196,167,2016-05,2017-04,2017-05,2013-12,2014-11,2014-12,101.5,101.5,0.0,0.870456,0.870456,0.9441449967253558,0.5879485064812695,0.77980881497369,0.6838786607274798
196,168,2016-05,2017-04,2017-05,2014-01,2014-12,2015-01,101.5,100.8,0.7,0.909317,0.909317,0.832660800961353,0.6141971243440548,0.6877293580168145,0.6509632411804347
196,169,2016-05,2017-04,2017-05,2014-02,2015-01,2015-02,101.5,101.4,0.1,1.110163,1.110163,0.7273507672802625,0.7498583246031569,0.6007493995840324,0.6753038620935947
196,170,2016-05,2017-04,2017-05,2014-03,2015-02,2015-03,101.5,101.4,0.1,1.169903,1.169903,0.37314510072243123,0.7902096390603965,0.3081961349335431,0.5492028869969698
196,171,2016-05,2017-04,2017-05,2014-04,2015-03,2015-04,101.5,101.5,0.0,1.183514,1.183514,0.33365751914761216,0.7994031733937995,0.2755816908589176,0.5374924321263586
196,172,2016-05,2017-04,2017-05,2014-05,2015-04,2015-05,101.5,101.2,0.3,1.444093,1.444093,0.5078672682413377,0.975410959968173,0.4194688040341407,0.6974398820011568
196,173,2016-05,2017-04,2017-05,2014-06,2015-05,2015-06,101.5,101.4,0.1,1.349242,1.349242,0.38821849645628603,0.911343960845581,0.3206458824888606,0.6159949216672208
196,174,2016-05,2017-04,2017-05,2014-07,2015-06,2015-07,101.5,101.6,-0.1,1.402706,1.402706,0.669755388610145,0.9474561583035968,0.5531789690416036,0.7503175636726002
196,175,2016-05,2017-04,2017-05,2014-08,2015-07,2015-08,101.5,102.0,-0.5,1.346278,1.346278,0.9877236234967552,0.9093419304463299,0.8158022242685032,0.8625720773574166
196,176,2016-05,2017-04,2017-05,2014-09,2015-08,2015-09,101.5,101.6,-0.1,1.665408,1.665408,1.5130096154786719,1.1248979227921434,1.249657880285768,1.1872779015389558
196,177,2016-05,2017-04,2017-05,2014-10,2015-09,2015-10,101.5,101.3,0.2,1.604471,1.604471,0.9877236234967826,1.0837380960582832,0.8158022242685258,0.9497701601634045
196,178,2016-05,2017-04,2017-05,2014-11,2015-10,2015-11,101.5,101.5,0.0,1.652227,1.652227,0.8149712573553137,1.1159948314653796,0.6731188245874205,0.8945568280264
196,179,2016-05,2017-04,2017-05,2014-12,2015-11,2015-12,101.5,101.6,-0.1,1.307795,1.307795,0.9214957570358417,0.8833486322498458,0.7611018612498515,0.8222252467498486
196,180,2016-05,2017-04,2017-05,2015-01,2015-12,2016-01,101.5,101.8,-0.3,1.349898,1.349898,1.0038398136353215,0.9117870552929186,0.8291132593080733,0.8704501573004959
196,181,2016-05,2017-04,2017-05,2015-02,2016-01,2016-02,101.5,102.3,-0.8,1.39808,1.39808,1.1295700518608633,0.9443315319112433,0.9329591181719955,0.9386453250416193
196,182,2016-05,2017-04,2017-05,2015-03,2016-02,2016-03,101.5,102.3,-0.8,1.622497,1.622497,1.8521472326138717,1.0959137370761307,1.5297658131228375,1.312839775099484
196,183,2016-05,2017-04,2017-05,2015-04,2016-03,2016-04,101.5,102.3,-0.8,1.809455,1.809455,1.8259682708639287,1.222194303669646,1.5081435144184332,1.3651689090440398
196,184,2016-05,2017-04,2017-05,2015-05,2016-04,2016-05,101.5,102.0,-0.5,1.900034,1.900034,1.8198440002687815,1.2833757852937224,1.503085223359386,1.3932305043265543
197,162,2016-06,2017-05,2017-06,2013-07,2014-06,2014-07,101.5,102.3,-0.8,1.282962,1.282962,2.5858087622767343,0.866575210892018,2.135727535127922,1.5011513730099701
197,163,2016-06,2017-05,2017-06,2013-08,2014-07,2014-08,101.5,102.0,-0.5,1.30022,1.30022,2.512081464335979,0.8782321071910311,2.074833078198319,1.4765325926946749
197,164,2016-06,2017-05,2017-06,2013-09,2014-08,2014-09,101.5,101.6,-0.1,1.553479,1.553479,2.1696503377997542,1.0492956081640152,1.7920048982890036,1.4206502532265093
197,165,2016-06,2017-05,2017-06,2013-10,2014-09,2014-10,101.5,101.6,-0.1,1.307226,1.307226,1.690394385070836,0.8829643018526887,1.3961673755961421,1.1395658387244154
197,166,2016-06,2017-05,2017-06,2013-11,2014-10,2014-11,101.5,101.4,0.1,1.247423,1.247423,1.3473910354191876,0.842570434117732,1.1128665726987401,0.9777185034082361
197,167,2016-06,2017-05,2017-06,2013-12,2014-11,2014-12,101.5,101.5,0.0,0.886607,0.886607,1.0058114785472312,0.5988576809004004,0.8307417397679754,0.7147997103341879
197,168,2016-06,2017-05,2017-06,2014-01,2014-12,2015-01,101.5,100.8,0.7,0.889347,0.889347,0.7764369929125721,0.600708410756658,0.6412917649777212,0.6210000878671896
197,169,2016-06,2017-05,2017-06,2014-02,2015-01,2015-02,101.5,101.4,0.1,0.995944,0.995944,1.2283694606244215,0.6727092321024629,1.0145616793625232,0.843635455732493
197,170,2016-06,2017-05,2017-06,2014-03,2015-02,2015-03,101.5,101.4,0.1,1.105703,1.105703,0.32554512456382734,0.7468458227203433,0.2688813251005632,0.5078635739104532
197,171,2016-06,2017-05,2017-06,2014-04,2015-03,2015-04,101.5,101.5,0.0,1.185445,1.185445,0.17763208747912618,0.8007074651282644,0.1467137654902961,0.47371061530928027
197,172,2016-06,2017-05,2017-06,2014-05,2015-04,2015-05,101.5,101.2,0.3,1.179118,1.179118,0.0,0.7964339002375554,0.0,0.3982169501187777
197,173,2016-06,2017-05,2017-06,2014-06,2015-05,2015-06,101.5,101.4,0.1,1.488252,1.488252,0.5700113900734625,1.0052381058522915,0.4707962316766839,0.7380171687644876
197,174,2016-06,2017-05,2017-06,2014-07,2015-06,2015-07,101.5,101.6,-0.1,1.398143,1.398143,0.5025004877625373,0.9443740851889602,0.4150361557227981,0.6797051204558792
197,175,2016-06,2017-05,2017-06,2014-08,2015-07,2015-08,101.5,102.0,-0.5,1.505062,1.505062,0.6469704788879712,1.0165924010653178,0.5343599597672268,0.7754761804162723
197,176,2016-06,2017-05,2017-06,2014-09,2015-08,2015-09,101.5,101.6,-0.1,1.461353,1.461353,1.037000901933653,0.9870692071648912,0.8565023881588848,0.921785797661888
197,177,2016-06,2017-05,2017-06,2014-10,2015-09,2015-10,101.5,101.3,0.2,1.693033,1.693033,0.6469704788880067,1.1435571973465668,0.5343599597672561,0.8389585785569115
197,178,2016-06,2017-05,2017-06,2014-11,2015-10,2015-11,101.5,101.5,0.0,1.612698,1.612698,0.7653731664642837,1.089295013769025,0.6321536882822578,0.8607243510256414
197,179,2016-06,2017-05,2017-06,2014-12,2015-11,2015-12,101.5,101.6,-0.1,1.65532,1.65532,0.6685985216746698,1.1180839947666223,0.5522234642863338,0.8351537295264782
197,180,2016-06,2017-05,2017-06,2015-01,2015-12,2016-01,101.5,101.8,-0.3,1.33177,1.33177,0.6678439647303831,0.8995425184921009,0.5516002441680308,0.7255713813300658
197,181,2016-06,2017-05,2017-06,2015-02,2016-01,2016-02,101.5,102.3,-0.8,1.253124,1.253124,0.657545588027694,0.8464211680266829,0.5430943844107581,0.6947577762187205
197,182,2016-06,2017-05,2017-06,2015-03,2016-02,2016-03,101.5,102.3,-0.8,1.444385,1.444385,1.3445266345981155,0.9756081910331463,1.1105007443380146,1.0430544676855804
197,183,2016-06,2017-05,2017-06,2015-04,2016-03,2016-04,101.5,102.3,-0.8,1.615767,1.615767,1.3241327407893881,1.091367966297804,1.093656575043212,1.092512270670508
197,184,2016-06,2017-05,2017-06,2015-05,2016-04,2016-05,101.5,102.0,-0.5,1.793657,1.793657,1.3297416324818252,1.2115235626955003,1.0982891931253553,1.1549063779104278
197,185,2016-06,2017-05,2017-06,2015-06,2016-05,2016-06,101.5,101.9,-0.4,1.913488,1.913488,0.880533454750673,1.2924632741572595,0.7272693837020374,1.0098663289296486
198,162,2016-07,2017-06,2017-07,2013-07,2014-06,2014-07,101.4,102.3,-0.9,0.838658,0.838658,2.6602905707081264,0.5664705838647427,2.1972451738078176,1.38185787883628
198,163,2016-07,2017-06,2017-07,2013-08,2014-07,2014-08,101.4,102.0,-0.6,1.28247,1.28247,2.5858087622766712,0.8662428900565148,2.13572753512787,1.5009852125921925
198,164,2016-07,2017-06,2017-07,2013-09,2014-08,2014-09,101.4,101.6,-0.2,1.288553,1.288553,2.2496462653122813,0.8703516454271776,1.858076878390182,1.3642142619086797
198,165,2016-07,2017-06,2017-07,2013-10,2014-09,2014-10,101.4,101.6,-0.2,1.552826,1.552826,1.7762711098194275,1.0488545400632356,1.4670965519327097,1.2579755459979727
198,166,2016-07,2017-06,2017-07,2013-11,2014-10,2014-11,101.4,101.4,0.0,1.323088,1.323088,1.433048256385001,0.8936782715534041,1.18361445168657,1.038646361619987
198,167,2016-07,2017-06,2017-07,2013-12,2014-11,2014-12,101.4,101.5,-0.1,1.258723,1.258723,1.0909996597054694,0.8502030061526636,0.9011022191743963,0.87565261266353
198,168,2016-07,2017-06,2017-07,2014-01,2014-12,2015-01,101.4,100.8,0.6,0.90255,0.90255,0.8627077699028128,0.6096263619581802,0.7125464055307642,0.6610863837444723
198,169,2016-07,2017-06,2017-07,2014-02,2015-01,2015-02,101.4,101.4,0.0,0.984287,0.984287,1.2597774902342955,0.6648355248271358,1.0405028837704082,0.852669204298772
198,170,2016-07,2017-06,2017-07,2014-03,2015-02,2015-03,101.4,101.4,0.0,0.996386,0.996386,0.40224306127770193,0.6730077804953337,0.33222935675588716,0.5026185686256104
198,171,2016-07,2017-06,2017-07,2014-04,2015-03,2015-04,101.4,101.5,-0.1,1.111156,1.111156,0.22396378258204133,0.7505290453138372,0.1849810489893755,0.4677550471516064
198,172,2016-07,2017-06,2017-07,2014-05,2015-04,2015-05,101.4,101.2,0.2,1.182175,1.182175,0.08627077699024083,0.7984987473801027,0.071254640553043,0.43487669396657286
198,173,2016-07,2017-06,2017-07,2014-06,2015-05,2015-06,101.4,101.4,0.0,1.183989,1.183989,0.5328962624373603,0.7997240115988077,0.4401412964708733,0.6199326540348404
198,174,2016-07,2017-06,2017-07,2014-07,2015-06,2015-07,101.4,101.6,-0.2,1.542644,1.542644,0.42199558122870723,1.0419771198455654,0.34854378857426416,0.6952604542099148
198,175,2016-07,2017-06,2017-07,2014-08,2015-07,2015-08,101.4,102.0,-0.6,1.477585,1.477585,0.5639991724805395,0.9980330929410867,0.4658304898756234,0.7319317914083551
198,176,2016-07,2017-06,2017-07,2014-09,2015-08,2015-09,101.4,101.6,-0.2,1.589378,1.589378,0.9873677818408968,1.0735435465252547,0.8155083197719103,0.9445259331485825
198,177,2016-07,2017-06,2017-07,2014-10,2015-09,2015-10,101.4,101.3,0.1,1.485565,1.485565,0.5639991724805747,1.0034231747852242,0.4658304898756525,0.7346268323304384
198,178,2016-07,2017-06,2017-07,2014-11,2015-10,2015-11,101.4,101.5,-0.1,1.699295,1.699295,0.6885901389840033,1.1477868580618535,0.5687353766064431,0.8582611173341483
198,179,2016-07,2017-06,2017-07,2014-12,2015-11,2015-12,101.4,101.6,-0.2,1.614955,1.614955,0.582327744684429,1.0908195018294533,0.4809688237332909,0.7858941627813721
198,180,2016-07,2017-06,2017-07,2015-01,2015-12,2016-01,101.4,101.8,-0.4,1.668107,1.668107,0.5846524640773739,1.1267209592454426,0.48288890664560447,0.8048049329455236
198,181,2016-07,2017-06,2017-07,2015-02,2016-01,2016-02,101.4,102.3,-0.9,1.246499,1.246499,0.6044686738551047,0.8419463193778847,0.4992559425539009,0.6706011309658928
198,182,2016-07,2017-06,2017-07,2015-03,2016-02,2016-03,101.4,102.3,-0.9,1.339605,1.339605,1.3320134983597092,0.9048346602526044,1.1001656221104756,1.00250014118154
198,183,2016-07,2017-06,2017-07,2015-04,2016-03,2016-04,101.4,102.3,-0.9,1.460054,1.460054,1.324132740789387,0.9861917991053004,1.093656575043211,1.0399241870742557
198,184,2016-07,2017-06,2017-07,2015-05,2016-04,2016-05,101.4,102.0,-0.6,1.613416,1.613416,1.3408890323234948,1.0897799860452266,1.1074962965795072,1.098638141312367
198,185,2016-07,2017-06,2017-07,2015-06,2016-05,2016-06,101.4,101.9,-0.5,1.803108,1.803108,0.9137178670876347,1.217907229801884,0.7546777768512223,0.9862925033265532
198,186,2016-07,2017-06,2017-07,2015-07,2016-06,2016-07,101.4,101.8,-0.4,1.922965,1.922965,0.827006184118561,1.2988645029338122,0.6830589736218309,0.9909617382778215
199,162,2016-08,2017-07,2017-08,2013-07,2014-06,2014-07,101.8,102.3,-0.5,0.901709,0.901709,2.819220382129348,0.6090583094731026,2.328511947807814,1.4687851286404583
199,163,2016-08,2017-07,2017-08,2013-08,2014-07,2014-08,101.8,102.0,-0.2,0.833743,0.833743,2.746339255000512,0.5631507527539739,2.268316378718952,1.415733565736463
199,164,2016-08,2017-07,2017-08,2013-09,2014-08,2014-09,101.8,101.6,0.2,1.260959,1.260959,2.393815512758087,0.8517133097871863,1.9771522856595019,1.414432797723344
199,165,2016-08,2017-07,2017-08,2013-10,2014-09,2014-10,101.8,101.6,0.2,1.270262,1.270262,1.8840993171172984,0.8579970104633782,1.556156375207026,1.2070766928352021
199,166,2016-08,2017-07,2017-08,2013-11,2014-10,2014-11,101.8,101.4,0.4,1.560917,1.560917,1.5455669867756423,1.0543195967300172,1.276548374031756,1.1654339853808866
199,167,2016-08,2017-07,2017-08,2013-12,2014-11,2014-12,101.8,101.5,0.3,1.30493,1.30493,1.1646554893688212,0.881413471287007,0.9619376474665514,0.9216755593767791
199,168,2016-08,2017-07,2017-08,2014-01,2014-12,2015-01,101.8,100.8,1.0,1.244708,1.244708,0.963289651168934,0.8407365904827906,0.7956211852626895,0.8181788878727401
