epoch,total_train_loss,correction_train_loss,similarity_train_loss,val_mae,val_rmse,validation_block_rmse_std,fitness,is_new_best,seed,similarity_weight
245,0.030105387791991234,0.030105387791991234,0.13734151422977448,0.45365877048949005,0.5618381321474802,0.06974996476708586,0.5688131286241889,0,42,0.0
250,0.02843261882662773,0.02843261882662773,0.13761892914772034,0.4544785696335446,0.5634553757972355,0.06967701177079683,0.5704230769743152,0,42,0.0
255,0.028833037242293358,0.028833037242293358,0.13524861633777618,0.45934144384712156,0.5675572816558154,0.06667888960285707,0.5742251706161011,0,42,0.0
260,0.02661127597093582,0.02661127597093582,0.15014518797397614,0.4605024148412039,0.5678779912802252,0.0654115712574318,0.5744191484059684,0,42,0.0
265,0.02440904825925827,0.02440904825925827,0.14777548611164093,0.46309037261634195,0.5713387660148129,0.06535932602846796,0.5778746986176597,0,42,0.0
270,0.02275196835398674,0.02275196835398674,0.1436689794063568,0.46310293142614906,0.5714377358617732,0.06514087589155433,0.5779518234509285,0,42,0.0
275,0.021100440993905067,0.021100440993905067,0.13869424164295197,0.46592585311090096,0.5741376687493768,0.06579196188121587,0.5807168649374984,0,42,0.0
280,0.019684113562107086,0.019684113562107086,0.1412639170885086,0.4668224173868844,0.5763170197948172,0.06605650431179398,0.5829226702259966,0,42,0.0
285,0.01838921755552292,0.01838921755552292,0.14473572373390198,0.4658348971315288,0.5771301718077019,0.06564431344080025,0.5836946031517819,0,42,0.0
290,0.01712805964052677,0.01712805964052677,0.1466791182756424,0.46625747063921935,0.5789255155876837,0.06540587162872497,0.5854661027505562,0,42,0.0
295,0.0159860011190176,0.0159860011190176,0.14912362396717072,0.4667995150929288,0.5805168947088263,0.06584485772827578,0.5871013804816538,0,42,0.0
300,0.014898109249770641,0.014898109249770641,0.15122991800308228,0.4679083536413439,0.5823238530996416,0.06540612738079526,0.5888644658377211,0,42,0.0
305,0.013895047828555107,0.013895047828555107,0.15365488827228546,0.469186787182349,0.5842823748434188,0.06516872009803303,0.5907992468532222,0,42,0.0
310,0.012964772991836071,0.012964772991836071,0.15583431720733643,0.46977002027499,0.5857851299244813,0.06539822007449525,0.5923249519319308,0,42,0.0
315,0.012109328992664814,0.012109328992664814,0.15785732865333557,0.4703028224202468,0.5874483179093275,0.06558167329784757,0.5940064852391123,0,42,0.0
320,0.011322342790663242,0.011322342790663242,0.1598607301712036,0.4708144387047968,0.5891463361967675,0.06577751598517094,0.5957240877952846,0,42,0.0
325,0.010600334964692593,0.010600334964692593,0.16182664036750793,0.47137594076666445,0.5907854158880059,0.06600764290360539,0.5973861801783664,0,42,0.0
330,0.009938126429915428,0.009938126429915428,0.16359157860279083,0.4718110979426895,0.5923863507039165,0.06621367142805835,0.5990077178467224,0,42,0.0
335,0.009334889240562916,0.009334889240562916,0.16526909172534943,0.4723326688026965,0.5939963874727474,0.06644387609336194,0.6006407750820836,0,42,0.0
340,0.00878357794135809,0.00878357794135809,0.16694001853466034,0.4727863065948861,0.5954983626236029,0.06663533364488804,0.6021618959880917,0,42,0.0
345,0.008281303569674492,0.008281303569674492,0.16854695975780487,0.4732398770630911,0.5969510350781971,0.06680432450382293,0.6036314675285794,0,42,0.0
350,0.007823502644896507,0.007823502644896507,0.17006343603134155,0.4737578386683983,0.5983698170546337,0.06696033025213816,0.6050658500798475,0,42,0.0
355,0.007406428921967745,0.007406428921967745,0.17147809267044067,0.4741768972164323,0.5996910029589163,0.06711758795236937,0.6064027617541532,0,42,0.0
360,0.007026617880910635,0.007026617880910635,0.1728830486536026,0.4745973728373602,0.6009523375638595,0.06726483594263705,0.6076788211581232,0,42,0.0
365,0.0066804965026676655,0.0066804965026676655,0.17422647774219513,0.47500129681221875,0.6021442202628235,0.06740340981031531,0.608884561243855,0,42,0.0
370,0.0063646407797932625,0.0063646407797932625,0.17551590502262115,0.47537790159708554,0.6032617979175028,0.06754844563496687,0.6100166424809995,0,42,0.0
375,0.006076478864997625,0.006076478864997625,0.17680521309375763,0.47569542876667553,0.6042941271869307,0.0676862203824807,0.6110627492251787,0,42,0.0
380,0.0058126430958509445,0.0058126430958509445,0.17809100449085236,0.4760146999159834,0.6052623958104542,0.06780999866635973,0.6120433956770901,0,42,0.0
385,0.005570252891629934,0.005570252891629934,0.1794116199016571,0.4763086761765543,0.6061600301222001,0.06792794399114456,0.6129528245213146,0,42,0.0
390,0.005346803460270166,0.005346803460270166,0.18079036474227905,0.476561217969265,0.6069659826007907,0.06803460935876351,0.6137694435366671,0,42,0.0
395,0.005140626337379217,0.005140626337379217,0.18221515417099,0.47680546716515615,0.6077126559345298,0.06818435796670057,0.6145310917311999,0,42,0.0
400,0.004949125926941633,0.004949125926941633,0.18353980779647827,0.4771929413065686,0.6085067773412429,0.06834782618202828,0.6153415599594457,0,42,0.0
0,,,,0.35304854906951594,0.44679092931184033,0.05225748591447115,0.4520166779032875,1,43,0.0
5,0.4215548634529114,0.4215548634529114,0.25414949655532837,0.35337504011669757,0.44706709112598814,0.05229417350219512,0.45229650847620767,0,43,0.0
10,0.4208814799785614,0.4208814799785614,0.2564994692802429,0.35381114522234297,0.4474433624502862,0.05224537947653155,0.45266790039793936,0,43,0.0
15,0.4197535216808319,0.4197535216808319,0.2720026671886444,0.354379158905175,0.4479564727711453,0.052088616855123296,0.45316533445665763,0,43,0.0
20,0.4181530177593231,0.4181530177593231,0.3015853762626648,0.35512524223036274,0.44863494331634457,0.05184155219020922,0.4538190985353655,0,43,0.0
25,0.4159412086009979,0.4159412086009979,0.3327294588088989,0.35610326888123517,0.44949144015306247,0.05153246807361932,0.4546446869604244,0,43,0.0
30,0.4129452407360077,0.4129452407360077,0.365086168050766,0.35733336379380615,0.4505476734630123,0.05113391710513554,0.45566106517352584,0,43,0.0
35,0.40890470147132874,0.40890470147132874,0.3988214433193207,0.3586896196088677,0.4517134146167292,0.05066219021111182,0.4567796336378404,0,43,0.0
40,0.4038095772266388,0.4038095772266388,0.4387533664703369,0.3597487906164291,0.4527613533781546,0.050205702084602316,0.45778192358661485,0,43,0.0
45,0.3977087736129761,0.3977087736129761,0.48958611488342285,0.36067756979583504,0.4539962960173864,0.05002858325124247,0.45899915434251065,0,43,0.0
50,0.39035531878471375,0.39035531878471375,0.541932225227356,0.3617392806009368,0.4557448453518008,0.050456762959155556,0.4607905216477164,0,43,0.0
55,0.3820592761039734,0.3820592761039734,0.6134948134422302,0.36298170911554295,0.45676881785763895,0.05118168862686114,0.4618869867203251,0,43,0.0
60,0.3745284676551819,0.3745284676551819,0.6546770334243774,0.36491437305388075,0.45833576375258,0.051525867808790246,0.46348835053345905,0,43,0.0
65,0.36674073338508606,0.36674073338508606,0.7002692222595215,0.36685399412274555,0.4599193363760182,0.05128410990508439,0.4650477473665266,0,43,0.0
70,0.358623206615448,0.358623206615448,0.7139983773231506,0.3681714894686937,0.46118567722325426,0.05034294952767022,0.4662199721760213,0,43,0.0
75,0.35067009925842285,0.35067009925842285,0.6990851759910583,0.36841999310555656,0.4626833221801747,0.04983290526201643,0.4676666127063764,0,43,0.0
80,0.34309205412864685,0.34309205412864685,0.6832311153411865,0.3694720013965401,0.4636307501345423,0.05009005755524993,0.4686397558900673,0,43,0.0
85,0.33536845445632935,0.33536845445632935,0.6376170516014099,0.3721328718638634,0.4657325053575367,0.05307809659705512,0.4710403150172422,0,43,0.0
90,0.3260136544704437,0.3260136544704437,0.5789726972579956,0.3758726765491635,0.4694908276495559,0.05910589214306902,0.47540141686386284,0,43,0.0
95,0.3130827844142914,0.3130827844142914,0.5389693975448608,0.37784441583013373,0.4713083955202848,0.06780737187927695,0.4780891327082125,0,43,0.0
100,0.29937905073165894,0.29937905073165894,0.49615612626075745,0.3773199096747378,0.46897225135491644,0.06987155037851522,0.47595940639276796,0,43,0.0
105,0.2842409610748291,0.2842409610748291,0.4801780581474304,0.37475802565836475,0.4651047346377866,0.06826575429412313,0.4719313100671989,0,43,0.0
110,0.2655753195285797,0.2655753195285797,0.4295520782470703,0.3721107215829534,0.46267411482436904,0.06953618071549475,0.4696277328959185,0,43,0.0
115,0.24740275740623474,0.24740275740623474,0.3950244188308716,0.36716440203189316,0.4589285648677325,0.07136106312675504,0.466064671180408,0,43,0.0
120,0.22882382571697235,0.22882382571697235,0.40304240584373474,0.3670439022055948,0.459217535507713,0.07379790563062472,0.4665973260707755,0,43,0.0
125,0.2109023630619049,0.2109023630619049,0.39493051171302795,0.3664931910395211,0.4598173274148515,0.07492616453480143,0.46730994386833163,0,43,0.0
130,0.19358180463314056,0.19358180463314056,0.37550801038742065,0.3670150911762192,0.46270791289679447,0.07361633174860499,0.47006954607165496,0,43,0.0
135,0.1785162389278412,0.1785162389278412,0.34252360463142395,0.3709588434831431,0.4666266458527286,0.0719022726025451,0.47381687311298315,0,43,0.0
140,0.16521449387073517,0.16521449387073517,0.31363946199417114,0.3788047746222222,0.4725422692405968,0.07149062581618174,0.47969133182221496,0,43,0.0
145,0.15063779056072235,0.15063779056072235,0.3145858347415924,0.37996075611274654,0.47454490872951943,0.07356992790435804,0.4819019015199552,0,43,0.0
150,0.13737380504608154,0.13737380504608154,0.305708646774292,0.38017551934413707,0.4757222219846392,0.07382108734065067,0.4831043307187043,0,43,0.0
155,0.12498512119054794,0.12498512119054794,0.3065442740917206,0.3829493052386034,0.47757663336298184,0.07265240014376492,0.48484187337735835,0,43,0.0
160,0.11340875178575516,0.11340875178575516,0.3111688494682312,0.3840586378741462,0.4791940387925464,0.07126311050066951,0.48632034984261335,0,43,0.0
165,0.10264541953802109,0.10264541953802109,0.3082802891731262,0.38737842356961527,0.4838830015069194,0.06984190306530194,0.49086719181344957,0,43,0.0
170,0.09274744242429733,0.09274744242429733,0.30465346574783325,0.39111311228622203,0.4893454491687581,0.0680434777880606,0.49614979694756417,0,43,0.0
175,0.08353349566459656,0.08353349566459656,0.30204272270202637,0.39531707099961166,0.4956011167908825,0.06587164329829048,0.5021882811207116,0,43,0.0
180,0.07489632070064545,0.07489632070064545,0.29993516206741333,0.4008945856691544,0.502563881841028,0.0632699688866786,0.5088908787296959,0,43,0.0
185,0.06685689836740494,0.06685689836740494,0.29843413829803467,0.4075040169439063,0.5106912577577596,0.060025135661404945,0.5166937713239,0,43,0.0
190,0.059671882539987564,0.059671882539987564,0.29708847403526306,0.41441881366733957,0.5192548716015469,0.057124178496984965,0.5249672894512454,0,43,0.0
195,0.053594548255205154,0.053594548255205154,0.2976381778717041,0.4200396536340413,0.5268570291191267,0.05429726975383197,0.5322867560945099,0,43,0.0
200,0.0486014261841774,0.0486014261841774,0.30100157856941223,0.42438609735069593,0.5337264556979094,0.0526430746392181,0.5389907631618313,0,43,0.0
205,0.04443000629544258,0.04443000629544258,0.30676162242889404,0.42713524685525656,0.5390671384436972,0.05127967876031477,0.5441951063197287,0,43,0.0
210,0.040811918675899506,0.040811918675899506,0.31317541003227234,0.42905944424196985,0.5428141000117104,0.0504930022308806,0.5478634002347984,0,43,0.0
215,0.0376545749604702,0.0376545749604702,0.3189759850502014,0.42948105604289044,0.5451877431954657,0.05027605918741245,0.550215349114207,0,43,0.0
220,0.03491762652993202,0.03491762652993202,0.3229937255382538,0.43014728838010113,0.547276963832126,0.05063359716290585,0.5523403235484166,0,43,0.0
225,0.03250769525766373,0.03250769525766373,0.32522469758987427,0.43110117893579625,0.5496418884616546,0.05092831355771584,0.5547347198174262,0,43,0.0
230,0.03032313659787178,0.03032313659787178,0.32602164149284363,0.4323453495260929,0.5523770754755027,0.05111895422735547,0.5574889708982383,0,43,0.0
235,0.028303762897849083,0.028303762897849083,0.3261728286743164,0.4339645028159228,0.5550256456726489,0.0513353839971294,0.5601591840723619,0,43,0.0
240,0.02642633393406868,0.02642633393406868,0.32634449005126953,0.43577733825301773,0.557470636365829,0.05158409437387112,0.5626290458032162,0,43,0.0
245,0.024672752246260643,0.024672752246260643,0.3268918991088867,0.43706687535517436,0.5594465904502752,0.05192064037681861,0.5646386544879571,0,43,0.0
250,0.02302449196577072,0.02302449196577072,0.3279817998409271,0.4380935860373269,0.5608598784985224,0.052331128290413725,0.5660929913275637,0,43,0.0
255,0.021470120176672935,0.021470120176672935,0.32963401079177856,0.4386859625034229,0.5617721149936683,0.05287449913413509,0.5670595649070818,0,43,0.0
260,0.01999937929213047,0.01999937929213047,0.3316420614719391,0.4391370182668772,0.5622948586188335,0.053489260362959326,0.5676437846551294,0,43,0.0
265,0.018605580553412437,0.018605580553412437,0.3335988521575928,0.4394368661117969,0.5625131634116979,0.05405896419420207,0.5679190598311181,0,43,0.0
270,0.01729712449014187,0.01729712449014187,0.33524876832962036,0.4399061032481834,0.562687991946499,0.05446499572341064,0.5681344915188401,0,43,0.0
275,0.016112444922327995,0.016112444922327995,0.3360830247402191,0.4409168381780957,0.562702007416525,0.054906970436131075,0.5681927044601381,0,43,0.0
280,0.015071919187903404,0.015071919187903404,0.3374563455581665,0.44169075195028773,0.5631651628639877,0.05525927276831902,0.5686910901408195,0,43,0.0
285,0.014516406692564487,0.014516406692564487,0.3356272578239441,0.44179144833559036,0.5641313131311746,0.055246842227650736,0.5696559973539397,0,43,0.0
290,0.013464221730828285,0.013464221730828285,0.3386445939540863,0.44237633528918535,0.5650563528401354,0.05546061396381068,0.5706024142365165,0,43,0.0
295,0.012376594357192516,0.012376594357192516,0.3374326825141907,0.4433991873378495,0.5656191338481055,0.05595115961932282,0.5712142498100378,0,43,0.0
300,0.011503612622618675,0.011503612622618675,0.3400607705116272,0.44396851051464714,0.5662524332007969,0.056346945926024995,0.5718871277933993,0,43,0.0
305,0.010716217570006847,0.010716217570006847,0.34007737040519714,0.44481668495704757,0.5667746160310465,0.05691791580328005,0.5724664076113745,0,43,0.0
310,0.010029839351773262,0.010029839351773262,0.3421626687049866,0.4453462844296404,0.5673347535487957,0.05735714386733237,0.573070467935529,0,43,0.0
315,0.009403707459568977,0.009403707459568977,0.3425479829311371,0.44623650142140847,0.5677967223766855,0.05786495077039087,0.5735832174537246,0,43,0.0
320,0.008839801885187626,0.008839801885187626,0.343916654586792,0.4466978488127498,0.5684420683194117,0.058198960453225916,0.5742619643647343,0,43,0.0
325,0.008339411579072475,0.008339411579072475,0.34454473853111267,0.44759892854563205,0.568896251276915,0.05861839441345139,0.5747580907182601,0,43,0.0
330,0.007900210097432137,0.007900210097432137,0.34508728981018066,0.44817807091348055,0.5694811640071601,0.05889081714868868,0.575370245722029,0,43,0.0
335,0.0074945734813809395,0.0074945734813809395,0.3459070920944214,0.44879666241976646,0.5700635376711144,0.059189882910499675,0.5759825259621644,0,43,0.0
340,0.007125874049961567,0.007125874049961567,0.3463853895664215,0.4495421551438224,0.5705827924725786,0.05952970847251566,0.5765357633198301,0,43,0.0
345,0.006796814035624266,0.006796814035624266,0.3467816412448883,0.45018529337021457,0.5711220726423741,0.059835761838637896,0.5771056488262379,0,43,0.0
350,0.006495755631476641,0.006495755631476641,0.34727439284324646,0.4507429703180691,0.5716582059490846,0.060118492748287976,0.5776700552239133,0,43,0.0
355,0.006223877426236868,0.006223877426236868,0.3477284014225006,0.4513036545261798,0.57217799254627,0.0604008320272277,0.5782180757489928,0,43,0.0
360,0.005977042485028505,0.005977042485028505,0.34804967045783997,0.4518755010490041,0.5726832487819695,0.060687467175520045,0.5787519954995215,0,43,0.0
365,0.005751298274844885,0.005751298274844885,0.34825533628463745,0.45242731936756114,0.5731780484816733,0.060968806996594224,0.5792749291813327,0,43,0.0
370,0.005544677842408419,0.005544677842408419,0.3483620882034302,0.45295809976193796,0.57366854173007,0.06124313302035025,0.579792855032105,0,43,0.0
375,0.005354597233235836,0.005354597233235836,0.34838104248046875,0.4534660488026008,0.574149805812004,0.0615077855115978,0.5803005843631638,0,43,0.0
380,0.005178566090762615,0.005178566090762615,0.34831058979034424,0.4539507999458825,0.5746190037020706,0.06176125440839795,0.5807951291429104,0,43,0.0
385,0.005014472641050816,0.005014472641050816,0.34815049171447754,0.45441709521298984,0.5750766923756636,0.062003897532574875,0.5812770821289212,0,43,0.0
390,0.004860570188611746,0.004860570188611746,0.34790781140327454,0.4548705874077061,0.5755304291103307,0.06223427448152071,0.5817538565584828,0,43,0.0
395,0.004715248942375183,0.004715248942375183,0.34757721424102783,0.45531519590201414,0.575978957536835,0.062451639741131236,0.5822241215109482,0,43,0.0
400,0.004577216226607561,0.004577216226607561,0.3471585810184479,0.45575222814157457,0.5764225815242623,0.06265453044372636,0.5826880345686349,0,43,0.0
0,,,,0.35304854906951594,0.44679092931184033,0.05225748591447115,0.4520166779032875,1,44,0.0
5,0.42137518525123596,0.42137518525123596,0.3346170485019684,0.3533117276943434,0.44717130985582776,0.052503501798611234,0.4524216600356889,0,44,0.0
10,0.4203600585460663,0.4203600585460663,0.3632161617279053,0.35370790485263354,0.4476476784072923,0.05274699857948322,0.4529223782652406,0,44,0.0
15,0.4188261032104492,0.4188261032104492,0.4015079140663147,0.35430577258808255,0.44823402934695517,0.052918033134028784,0.45352583266035806,0,44,0.0
20,0.41682231426239014,0.41682231426239014,0.43858620524406433,0.35508915876455693,0.4488662043008113,0.05293598247388193,0.4541598025481995,0,44,0.0
25,0.4142625331878662,0.4142625331878662,0.4547281563282013,0.35582086798514845,0.4493150585021053,0.05259460157940052,0.45457451866004533,0,44,0.0
30,0.41093742847442627,0.41093742847442627,0.42663511633872986,0.3564163880689064,0.44962139012605495,0.05197746839526188,0.45481913696558113,0,44,0.0
35,0.40640658140182495,0.40640658140182495,0.3986878991127014,0.3568862867510028,0.44978881459960196,0.05136379787095737,0.4549251943866977,0,44,0.0
40,0.4004729390144348,0.4004729390144348,0.40165019035339355,0.3572165930409028,0.449869726994482,0.05089237699444118,0.45495896469392616,0,44,0.0
45,0.39340370893478394,0.39340370893478394,0.4273836314678192,0.35779595833804384,0.45010139753273326,0.050811143102157875,0.45518251184294906,0,44,0.0
50,0.38590696454048157,0.38590696454048157,0.4403632581233978,0.35912488455322744,0.4509054349966135,0.05133211398019855,0.4560386463946334,0,44,0.0
55,0.37718987464904785,0.37718987464904785,0.44723427295684814,0.36065830549319616,0.451456244362506,0.052305166515822524,0.4566867610140882,0,44,0.0
60,0.36699938774108887,0.36699938774108887,0.45035943388938904,0.3619516694186362,0.452256287313501,0.05416455446915876,0.45767274276041686,0,44,0.0
65,0.35535919666290283,0.35535919666290283,0.44941380620002747,0.36204668329876216,0.4523676474130028,0.05517253028863534,0.4578849004418663,0,44,0.0
70,0.3449726998806,0.3449726998806,0.44606897234916687,0.3625220799352421,0.452691905135498,0.0563269626450923,0.45832460140000725,0,44,0.0
75,0.3331003785133362,0.3331003785133362,0.4258398115634918,0.36208560641236937,0.4521300163772282,0.05810458156797522,0.45794047453402575,0,44,0.0
80,0.32319697737693787,0.32319697737693787,0.42859965562820435,0.3603366575711252,0.44968340986999433,0.057058418038279816,0.4553892516738223,0,44,0.0
85,0.3146790564060211,0.3146790564060211,0.4302619993686676,0.3600571424180272,0.44957632360502514,0.05765638605435445,0.4553419622104606,0,44,0.0
90,0.3033972680568695,0.3033972680568695,0.4111833870410919,0.3597142126056424,0.4500508275054479,0.05945736063287958,0.45599656356873586,0,44,0.0
95,0.29164665937423706,0.29164665937423706,0.3963925838470459,0.358823293872875,0.4500745310405996,0.06101114754052669,0.45617564579465225,0,44,0.0
100,0.2783065736293793,0.2783065736293793,0.3705205023288727,0.3576405826079429,0.4499000518299357,0.06186683984889943,0.4560867358148256,0,44,0.0
105,0.26581835746765137,0.26581835746765137,0.35591697692871094,0.35488015843847875,0.44810369540907546,0.06062319136355415,0.4541660145454309,0,44,0.0
110,0.25462815165519714,0.25462815165519714,0.3423963785171509,0.355829413794937,0.4512241343605051,0.062393566796788,0.4574634910401839,0,44,0.0
115,0.24807073175907135,0.24807073175907135,0.32809996604919434,0.35718155460359197,0.4542821238739273,0.06294541314079181,0.4605766651880065,0,44,0.0
120,0.23715746402740479,0.23715746402740479,0.35415682196617126,0.35468917871547867,0.45324732826000497,0.06084099220850954,0.4593314274808559,0,44,0.0
125,0.22531262040138245,0.22531262040138245,0.36270371079444885,0.3536359799293857,0.4536564607426685,0.06301802328549354,0.4599582630712179,0,44,0.0
130,0.21376073360443115,0.21376073360443115,0.3500789999961853,0.3526882121630564,0.45389761801354495,0.0649150403197805,0.460389122045523,0,44,0.0
135,0.20557801425457,0.20557801425457,0.3391680121421814,0.3542999257405414,0.4560396373486947,0.06547770694158361,0.46258740804285303,0,44,0.0
140,0.1953265219926834,0.1953265219926834,0.3291711211204529,0.35707609695163445,0.4588464477095406,0.06423633008231748,0.4652700807177723,0,44,0.0
