model,optimized_by_ssa,val_mae,val_rmse,test_mae,test_rmse
ordinary_optical_reservoir_closed50,False,0.5820563557343796,0.7815844499356535,0.9102614465519318,0.988835844757494
siamese_closed50_baseline,False,0.5163371469757133,0.6967380644573966,0.7999780637615053,0.8863711431351415
ssa_optimized_siamese_closed50,True,0.5116859562876795,0.6883808279168618,0.8046642645439439,0.8889417770218215
