seed,gap_months,k_references,level_weight,distance_power,max_pairs_per_bin,shape_weight,fitness,val_mae,val_rmse,validation_block_rmse_std,selected_alpha
42,12,8,0.0,0.604,2,1.0,0.7035657867351912,0.5116859562876795,0.6883808279168618,0.15184958818329358,1.0
43,12,8,0.001,0.835,2,0.999,0.7053361574585385,0.5123555557130295,0.6901457392437068,0.15190418214831672,1.0
44,12,10,0.006,0.504,2,0.994,0.7099202497232797,0.514713998910451,0.6939953213460744,0.15924928377205239,1.0
