alpha,mae,rmse
0.0,72.06607956868616,193.83765498348697
1e-06,9.183963938436326,21.878092069296894
0.0001,2.1438577978511573,4.915607362017272
0.01,0.8530249238848993,1.140909639513354
0.1,0.6162005171576561,0.7857692738343939
1.0,0.5116859562876795,0.6883808279168618
10.0,0.5433628574369553,0.7255322741878034
100.0,0.7063186063381541,0.9192748123167142
