evaluation_index,gap_months,k_references,level_weight,distance_power,max_pairs_per_bin,shape_weight,fitness,val_mae,val_rmse,validation_block_rmse_std,selected_alpha,num_train_pairs,num_train_pair_targets
316,6,8,0.005,0.5,2,0.995,0.8073463819743809,0.5913795959518969,0.7911122351684007,0.1623414680598026,10.0,150,33
150,12,10,0.0,1.562,3,1.0,0.8074551295320379,0.5803728636905557,0.786879388210174,0.20575741321863852,1.0,164,27
314,6,8,0.005,0.526,2,0.995,0.8074946986794082,0.5915133599351786,0.7912608784830778,0.1623382019633038,10.0,150,33
31,3,2,0.0,0.5,1,1.0,0.8075208980909674,0.5762645425787807,0.7925700709832871,0.1495082710768023,10.0,90,36
70,12,9,0.0,1.911,3,1.0,0.8077728212312243,0.586069630194265,0.7893573813339302,0.184154398972941,10.0,164,27
284,6,8,0.0,0.5,2,1.0,0.8082975272365867,0.5924892940974485,0.7919423442822132,0.16355182954373446,10.0,150,33
25,6,8,0.0,0.546,2,1.0,0.8085429585315581,0.5927111611795488,0.792189462410991,0.1635349612056714,10.0,150,33
156,12,12,0.0,1.163,3,1.0,0.8089786356889104,0.5832593361788179,0.788094358254075,0.2088427743483536,1.0,164,27
80,6,8,0.0,0.656,2,1.0,0.8091451721885402,0.5932501233492533,0.7927969093271743,0.1634826286136593,10.0,150,33
67,6,8,0.0,0.664,2,1.0,0.8091898256167928,0.5932897764658577,0.7928420115208814,0.16347814095911345,10.0,150,33
86,6,8,0.028,0.812,2,0.972,0.8092921649821554,0.5919533270228805,0.7930438217505209,0.1624834323163453,10.0,150,33
27,12,10,0.0,1.797,3,1.0,0.8093102639782569,0.5817814818856129,0.788814993971984,0.204952700062729,1.0,164,27
58,6,8,0.0,0.711,2,1.0,0.809454545660118,0.5935239651146305,0.7931095604989772,0.1634498516114083,10.0,150,33
213,6,8,0.0,0.728,2,1.0,0.8095513042937951,0.5936091834252264,0.7932074243811735,0.16343879912621537,10.0,150,33
