model,split,mae,rmse,block_rmse_1,block_rmse_2,block_rmse_3,block_rmse_std,fitness
ordinary_optical_reservoir,val,0.38617782080127244,0.4876982377447138,0.40300486512656447,0.6302897118123698,0.3922635226039985,0.1097624934530292,0.49867448709001677
ssa_best_single,val,0.35304854906951594,0.44679092931184045,0.3924927420827743,0.5154677854033793,0.4232124917458065,0.05225748591446977,0.4520166779032874
ssa_seed_winner_ensemble,val,0.34838380701268207,0.44483685032450604,0.39542397371041044,0.5378909609496096,0.38464615604949837,0.06983868240088024,0.45182071856459405
ordinary_plus_siamese_residual,val,0.34838380701268207,0.44483685032450604,0.39542397371041044,0.5378909609496096,0.38464615604949837,0.06983868240088024,0.45182071856459405
ordinary_optical_reservoir,test,0.3115109105457486,0.39718882147815715,0.3883473152853158,0.4136733321050107,0.3884707546171223,0.011909810509049188,0.3983798025290621
ssa_best_single,test,0.3039294687442239,0.4001418518170804,0.3470690724466727,0.4025718345584414,0.4475859847071041,0.041110258203482776,0.4042528776374287
ssa_seed_winner_ensemble,test,0.3161624538317708,0.404184929618719,0.3701261184315511,0.4063822383301586,0.4354261223020344,0.026712760021630796,0.4068562056208821
ordinary_plus_siamese_residual,test,0.3161624538317708,0.404184929618719,0.3701261184315511,0.4063822383301586,0.4354261223020344,0.026712760021630796,0.4068562056208821
