alpha,mae,rmse
0.0,171.51336882474772,538.506764435494
1e-06,7.386445401086828,16.541490500464263
0.0001,1.6174625270293042,3.433124939173847
0.01,0.8821574768800825,1.3052333989492204
0.1,0.7036433702898891,0.9150998311133652
1.0,0.5820563557343796,0.7815844499356535
10.0,0.5724503381263522,0.7926428358368703
100.0,0.7722327692413545,1.0181412901448406
